true_direction,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline
DOWN,174,0.04558287560939789,0.16290859878063202,0.046554144471883774,0.17113268375396729,0.008224084973335266,0.5977011494252874,0.0,0.5977011494252874,0.40229885057471265,0.0,0.0,0.5977011494252874,-0.003941682633012533,-0.16373564302921295,0.04087485373020172,0.13140679895877838,-0.10335339046453995,0.0,0.008224084652189545
UP,220,0.05497192218899727,0.1781693994998932,0.051541849970817566,0.16671191155910492,-0.011457487940788269,0.4318181818181818,1.0,-0.5681818181818181,0.4318181818181818,1.0,0.4318181818181818,0.0,-0.0021742635872215033,0.17394544184207916,0.03662081062793732,0.1542837768793106,0.10538063105838552,0.0,-0.011457507142966446
