true_abs_delta_band,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline
0.00_0.05,79,0.002600932726636529,0.0427325963973999,0.0008418163051828742,0.024615228176116943,-0.01811736822128296,0.3924050632911392,0.569620253164557,-0.17721518987341778,0.4430379746835443,0.569620253164557,0.35555555555555557,0.4411764705882353,-0.004711130168288946,0.0018987342482432723,0.03993086889386177,0.02848832681775093,-0.06645046581037216,0.0,-0.018117370720528346
0.05_0.10,70,0.0069305445067584515,0.07443954795598984,0.005567674990743399,0.07308907806873322,-0.0013504698872566223,0.5285714285714286,0.5857142857142857,-0.05714285714285716,0.4,0.5857142857142857,0.43902439024390244,0.6551724137931034,-0.010036267340183258,0.014785715378820896,0.035537946969270706,0.07425013184547424,0.08747009273119823,0.0,-0.0013504694615091638
0.10_0.20,113,0.02058344893157482,0.1364116221666336,0.021797168999910355,0.14492568373680115,0.008514061570167542,0.5663716814159292,0.504424778761062,0.06194690265486724,0.3893805309734513,0.504424778761062,0.45614035087719296,0.6785714285714286,-0.001726990332826972,0.0010796457063406706,0.03513419255614281,0.14750342071056366,0.23310559246213344,0.0,0.008514062468522944
0.20_0.30,72,0.06382087618112564,0.246462881565094,0.05878337845206261,0.24068954586982727,-0.005773335695266724,0.4305555555555556,0.6111111111111112,-0.18055555555555558,0.4027777777777778,0.6111111111111112,0.36363636363636365,0.5357142857142857,-0.00040483579505234957,0.05691666156053543,0.0431457981467247,0.23734191060066223,-0.11437057211312995,0.0,-0.005773324208954975
0.30_plus,60,0.20689326524734497,0.42994803190231323,0.2047984004020691,0.4281103014945984,-0.0018377304077148438,0.6,0.55,0.04999999999999993,0.48333333333333334,0.55,0.5757575757575758,0.6296296296296297,0.0022470897529274225,0.07288333773612976,0.039188966155052185,0.44778338074684143,0.004043154162745021,0.0,-0.001837756810709833
