hour,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std,direction_head_eval_count,direction_head_active_ratio
0,17,0.09514859318733215,0.23870007693767548,0.08881199359893799,0.24042300879955292,0.0017229318618774414,0.5882352941176471,0.4117647058823529,0.17647058823529416,0.5882352941176471,0.4117647058823529,0.7142857142857143,0.5,0.019144125282764435,-0.0766470655798912,0.037643346935510635,0.2859170734882355,-0.13040346125400312,0.0,0.0017229436403688343,0.7174078822135925,0.5,0.5,0.5,0.5,0.5220234990119934,0.04848609119653702,6,0.35294117647058826
1,17,0.06321100890636444,0.20683850347995758,0.05355469137430191,0.18952856957912445,-0.01730993390083313,0.47058823529411764,0.35294117647058826,0.11764705882352938,0.6470588235294118,0.35294117647058826,0.6666666666666666,0.36363636363636365,0.021112428978085518,-0.12241175770759583,0.043787334114313126,0.1915838122367859,-0.23781998416657496,0.0,-0.017309967373662128,0.8649182319641113,0.0,1.0,0.0,0.0,0.578562319278717,0.017213284969329834,2,0.11764705882352941
2,17,0.040345702320337296,0.14993806183338165,0.041253674775362015,0.15819983184337616,0.008261770009994507,0.5294117647058824,0.47058823529411764,0.05882352941176472,0.8235294117647058,0.47058823529411764,0.875,0.2222222222222222,0.034226465970277786,-0.009058824740350246,0.03570207208395004,0.20244228839874268,0.2618731135246504,0.0,0.008261757902801039,0.814525306224823,0.0,0.75,0.0,0.0,0.5287423133850098,0.05854220688343048,4,0.23529411764705882
3,17,0.02020455151796341,0.11541905254125595,0.025823421776294708,0.13566003739833832,0.020240984857082367,0.7058823529411765,0.7058823529411765,0.0,0.8823529411764706,0.7058823529411765,0.9166666666666666,0.2,0.045715056359767914,0.07999999821186066,0.03775487467646599,0.14336051046848297,0.27238258625900025,0.0,0.020240992143311935,0.6451724767684937,0.5,0.5,0.5,0.0,0.5294762849807739,0.07189764082431793,2,0.11764705882352941
4,17,0.01969785988330841,0.10668788105249405,0.019587911665439606,0.11264792829751968,0.005960047245025635,0.5294117647058824,0.6470588235294118,-0.11764705882352944,0.7647058823529411,0.6470588235294118,0.7272727272727273,0.16666666666666666,0.03582553192973137,0.006941178347915411,0.0331801138818264,0.13995607197284698,0.19650773109822348,0.0,0.005960035247399528,0.6284234523773193,1.0,0.0,0.0,1.0,0.46656790375709534,0.0,1,0.058823529411764705
5,17,0.021191377192735672,0.11463598906993866,0.018844671547412872,0.10978806018829346,-0.004847928881645203,0.6470588235294118,0.5294117647058824,0.11764705882352944,0.7647058823529411,0.5294117647058824,0.8888888888888888,0.375,0.021286088973283768,-0.0059411777183413506,0.03786183521151543,0.13662636280059814,-0.033808060718478784,0.0,-0.004847926087677478,0.6567419767379761,1.0,0.0,0.0,1.0,0.4814619719982147,0.0,1,0.058823529411764705
6,17,0.019301919266581535,0.102114237844944,0.01676892302930355,0.10195242613554001,-0.0001618117094039917,0.47058823529411764,0.4117647058823529,0.05882352941176472,0.5882352941176471,0.4117647058823529,0.5714285714285714,0.4,0.012652628123760223,-0.05499999597668648,0.04089900851249695,0.11347039043903351,-0.019046654224741305,0.0,-0.00016181647558423547,0.7335613965988159,0.0,1.0,0.0,0.0,0.5198042392730713,0.0,1,0.058823529411764705
7,13,0.007851200178265572,0.07147420197725296,0.007114651147276163,0.07073643058538437,-0.0007377713918685913,0.46153846153846156,0.23076923076923078,0.23076923076923078,0.46153846153846156,0.23076923076923078,0.3333333333333333,0.5,0.005046301055699587,-0.0556153878569603,0.04562418907880783,0.05607212334871292,0.20605703029186523,0.0,-0.0007377743112066468,,,,,,,,0,0.0
8,13,0.01840563490986824,0.11834955215454102,0.015508290380239487,0.10496946424245834,-0.013380087912082672,0.3076923076923077,0.5384615384615384,-0.23076923076923073,0.3076923076923077,0.5384615384615384,0.14285714285714285,0.5,0.0009468151838518679,-0.004307691473513842,0.03784598410129547,0.12398099899291992,-0.16777012736849015,0.0,-0.01338009357165831,0.62003493309021,1.0,0.5,1.0,1.0,0.5077736973762512,0.037981823086738586,2,0.15384615384615385
9,16,0.09426911175251007,0.2264886498451233,0.09813481569290161,0.22991175949573517,0.0034231096506118774,0.625,0.4375,0.1875,0.3125,0.4375,0.42857142857142855,0.7777777777777778,-0.007630325388163328,-0.0650625005364418,0.03476615995168686,0.30476945638656616,0.1473460995896244,0.0,0.0034231237368658137,0.7013243436813354,0.2857142857142857,0.2857142857142857,0.0,0.5,0.4704856872558594,0.05112220719456673,7,0.4375
