hour,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std,direction_head_eval_count,direction_head_active_ratio
10,16,0.0781368538737297,0.24109238386154175,0.07087323069572449,0.2307996302843094,-0.01029275357723236,0.5,0.4375,0.0625,0.1875,0.4375,0.14285714285714285,0.7777777777777778,-0.006690985523164272,-0.013249997980892658,0.033696629106998444,0.2654184103012085,-0.36402310611537,0.0,-0.010292752645909798,0.6604203581809998,0.625,0.375,0.5,0.75,0.49969494342803955,0.07188288122415543,8,0.5
11,16,0.04495313763618469,0.17232169210910797,0.03926468268036842,0.16420036554336548,-0.008121326565742493,0.375,0.5625,-0.1875,0.6875,0.5625,0.5555555555555556,0.14285714285714285,0.005448043346405029,0.05387499928474426,0.029908111318945885,0.1926252394914627,-0.400012325108667,0.0,-0.008121328544802962,0.7210587859153748,0.4,0.6,0.5,0.0,0.508939266204834,0.0840233638882637,5,0.3125
12,16,0.02106538787484169,0.11597311496734619,0.020916279405355453,0.11085110157728195,-0.0051220133900642395,0.5,0.6875,-0.1875,0.5625,0.6875,0.5454545454545454,0.4,0.012083587236702442,0.023374997079372406,0.03191220760345459,0.14373929798603058,0.08082367877924314,0.0,-0.005122007511090489,0.8015686273574829,0.5,0.0,0.0,1.0,0.43213656544685364,0.04627150297164917,2,0.125
13,16,0.030015036463737488,0.1513824164867401,0.030352246016263962,0.15192647278308868,0.0005440562963485718,0.4375,0.75,-0.3125,0.6875,0.75,0.5833333333333334,0.0,0.013407722115516663,0.09849999845027924,0.03309842571616173,0.14850084483623505,0.03801174592842506,0.0,0.0005440651439130397,0.7126333117485046,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.49113520979881287,0.02777433767914772,3,0.1875
14,16,0.047928307205438614,0.18380114436149597,0.04906412959098816,0.18473896384239197,0.0009378194808959961,0.625,0.8125,-0.1875,0.5625,0.8125,0.6153846153846154,0.6666666666666666,0.006847028620541096,0.11556249856948853,0.034959275275468826,0.19329865276813507,0.1832955037302986,0.0,0.0009378226823173342,0.7330775260925293,0.25,0.5,0.3333333333333333,0.0,0.49513864517211914,0.04195711761713028,4,0.25
15,17,0.0416475348174572,0.16099564731121063,0.03765794262290001,0.15337631106376648,-0.007619336247444153,0.47058823529411764,0.47058823529411764,0.0,0.4117647058823529,0.47058823529411764,0.375,0.5555555555555556,0.0026361343916505575,0.0282352976500988,0.03393353149294853,0.19293446838855743,-0.1998658723079813,0.0,-0.007619337890954569,0.7361830472946167,0.25,0.5,0.3333333333333333,0.0,0.48339658975601196,0.03805729001760483,4,0.23529411764705882
16,17,0.08345972746610641,0.21034999191761017,0.08236535638570786,0.2019662708044052,-0.008383721113204956,0.4117647058823529,0.7647058823529411,-0.3529411764705882,0.4117647058823529,0.7647058823529411,0.38461538461538464,0.5,-0.0008819865761324763,0.10999999940395355,0.033476512879133224,0.2680261433124542,0.09995821314258865,0.0,-0.008383745984996069,0.7257237434387207,0.6666666666666666,0.6666666666666666,0.75,0.5,0.509330689907074,0.07891354709863663,6,0.35294117647058826
17,17,0.12490205466747284,0.2844223082065582,0.1259300708770752,0.2780718207359314,-0.006350487470626831,0.4117647058823529,0.7058823529411765,-0.2941176470588236,0.35294117647058826,0.7058823529411765,0.3333333333333333,0.6,0.004631142597645521,0.16429410874843597,0.03596116229891777,0.3182976543903351,0.1396431529388407,0.0,-0.006350500563926566,0.7300211191177368,0.5555555555555556,0.5555555555555556,0.5714285714285714,0.5,0.5141165256500244,0.06004729121923447,9,0.5294117647058824
18,17,0.060951344668865204,0.1943569928407669,0.05715496093034744,0.1870354562997818,-0.007321536540985107,0.6470588235294118,0.5294117647058824,0.11764705882352944,0.5294117647058824,0.5294117647058824,0.6666666666666666,0.625,0.012873254716396332,0.047470591962337494,0.04798370972275734,0.23568850755691528,-0.08412879072682974,0.0,-0.007321522023309677,0.7887422442436218,0.5,0.5,0.5,0.0,0.4570750296115875,0.04919460415840149,4,0.23529411764705882
19,17,0.04845811054110527,0.18298736214637756,0.043408364057540894,0.17032958567142487,-0.012657776474952698,0.5294117647058824,0.5294117647058824,0.0,0.5294117647058824,0.5294117647058824,0.5555555555555556,0.5,0.01758391037583351,0.0457058846950531,0.04656831547617912,0.2047945261001587,-0.18653060001347646,0.0,-0.012657787376905188,0.8054428696632385,0.25,0.5,0.3333333333333333,0.0,0.48880821466445923,0.06610439717769623,4,0.23529411764705882
20,17,0.031990136951208115,0.14674468338489532,0.02778269164264202,0.1306236982345581,-0.01612098515033722,0.47058823529411764,0.5882352941176471,-0.11764705882352944,0.6470588235294118,0.5882352941176471,0.6,0.2857142857142857,0.021679271012544632,0.02329411543905735,0.03946549445390701,0.16592158377170563,-0.22143782231743023,0.0,-0.01612098191810005,,,,,,,,0,0.0
21,17,0.0403202548623085,0.15384013950824738,0.04211818054318428,0.15475347638130188,0.0009133368730545044,0.5294117647058824,0.5882352941176471,-0.05882352941176472,0.5882352941176471,0.5882352941176471,0.6,0.42857142857142855,0.015470311976969242,0.05452941358089447,0.04217567667365074,0.19974163174629211,0.17098677266076415,0.0,0.0009133227936485291,0.643078088760376,0.5,0.5,0.5,0.0,0.5278928279876709,0.04837306961417198,2,0.11764705882352941
22,17,0.05405569076538086,0.19216427206993103,0.0575760118663311,0.19864793121814728,0.0064836591482162476,0.47058823529411764,0.6470588235294118,-0.17647058823529416,0.5882352941176471,0.6470588235294118,0.5454545454545454,0.3333333333333333,0.0200550127774477,0.10000000149011612,0.040492311120033264,0.22136102616786957,0.1659993103079794,0.0,0.00648365219068876,0.6426368951797485,0.6666666666666666,0.5,0.6,1.0,0.5081709027290344,0.06863920390605927,6,0.35294117647058826
23,17,0.1061478704214096,0.24896253645420074,0.09711658954620361,0.24232956767082214,-0.006632968783378601,0.4117647058823529,0.5294117647058824,-0.11764705882352944,0.6470588235294118,0.5294117647058824,0.5555555555555556,0.25,0.011487627401947975,0.029117649421095848,0.03324764966964722,0.3108774721622467,-0.39120007954820757,0.0,-0.00663297267301994,0.6452754735946655,0.7142857142857143,0.2857142857142857,0.5,1.0,0.48804450035095215,0.05695386603474617,7,0.4117647058823529
