true_abs_delta_band,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std
0.00_0.05,79,0.0025044367648661137,0.0386447012424469,0.0008418163051828742,0.024615228176116943,-0.014029473066329956,0.4177215189873418,0.569620253164557,-0.15189873417721522,0.569620253164557,0.569620253164557,0.4888888888888889,0.3235294117647059,0.011090847663581371,0.0018987342482432723,0.03664947673678398,0.02848832681775093,-0.12698855622702349,0.0,-0.014029471719448891,0.6918738484382629,0.5063291139240507,0.9367088607594937,0.8888888888888888,0.0,0.5283053517341614,0.015709955245256424
0.05_0.10,70,0.006620165891945362,0.07176767289638519,0.005567674990743399,0.07308907806873322,0.0013214051723480225,0.5428571428571428,0.5857142857142857,-0.04285714285714293,0.5,0.5857142857142857,0.5365853658536586,0.5517241379310345,0.00591365247964859,0.014785715378820896,0.03812399134039879,0.07425013184547424,0.07508164222002035,0.0,0.001321410547409744,0.6826945543289185,0.5857142857142857,0.8571428571428571,0.8780487804878049,0.1724137931034483,0.5222520232200623,0.01708211377263069
0.10_0.20,113,0.021358586847782135,0.1382901966571808,0.021797168999910355,0.14492568373680115,0.006635487079620361,0.5929203539823009,0.504424778761062,0.08849557522123896,0.5752212389380531,0.504424778761062,0.6666666666666666,0.5178571428571429,0.009609527885913849,0.0010796457063406706,0.036208439618349075,0.14750342071056366,0.1668718135095942,0.0,0.006635501436823239,0.6917309165000916,0.49557522123893805,0.9734513274336283,0.9649122807017544,0.017857142857142856,0.5260978937149048,0.01584964245557785
0.20_0.30,72,0.06431583315134048,0.24780389666557312,0.05878337845206261,0.24068954586982727,-0.00711435079574585,0.4166666666666667,0.6111111111111112,-0.19444444444444448,0.4444444444444444,0.6111111111111112,0.38636363636363635,0.4642857142857143,0.007922839373350143,0.05691666156053543,0.041249874979257584,0.23734191060066223,-0.19829270570374188,0.0,-0.0071143593458044925,0.6875185966491699,0.5694444444444444,0.9583333333333334,0.9318181818181818,0.0,0.5250471234321594,0.015611380338668823
0.30_plus,60,0.2070305049419403,0.43222519755363464,0.2047984004020691,0.4281103014945984,-0.004114896059036255,0.5166666666666667,0.55,-0.033333333333333326,0.6333333333333333,0.55,0.6363636363636364,0.37037037037037035,0.008864745497703552,0.07288333773612976,0.0364687405526638,0.44778338074684143,-0.03344143501086746,0.0,-0.004114927786091958,0.6864994168281555,0.5833333333333334,0.8666666666666667,0.9090909090909091,0.18518518518518517,0.5221062302589417,0.01583089679479599
