true_direction,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std
DOWN,174,0.04913383722305298,0.1743994802236557,0.046554144471883774,0.17113268375396729,-0.0032667964696884155,0.4540229885057471,0.0,0.4540229885057471,0.5459770114942529,0.0,0.0,0.4540229885057471,0.009985063225030899,-0.16373564302921295,0.038355641067028046,0.13140679895877838,-0.021433391548767503,0.0,-0.003266801779297578,0.7445271015167236,0.06321839080459771,0.9367816091954023,0.0,0.06321839080459771,0.524787962436676,0.015490158461034298
UP,220,0.0526275634765625,0.16878792643547058,0.051541849970817566,0.16671191155910492,-0.0020760148763656616,0.5454545454545454,1.0,-0.4545454545454546,0.5454545454545454,1.0,0.5454545454545454,0.0,0.00791335292160511,0.17394544184207916,0.03711408004164696,0.1542837768793106,0.010480782069414673,0.0,-0.0020760177073746223,0.644344687461853,0.9181818181818182,0.9181818181818182,0.9181818181818182,0.0,0.5252703428268433,0.01667209155857563
