test_row_index,dataset_row_index,timestamp_jst,future_timestamp_jst,symbol,entry_price,true_delta,pred_delta,baseline_constant_pred_delta,error,abs_error,baseline_abs_error,abs_error_improvement_vs_baseline,true_direction,pred_direction,direction_match,h1_range_31,h1_rsi_14_31,h1_macd_31,h1_macd_hist_31,h1_ma_gap_sma20_31,h1_ma_gap_sma50_31,h1_close_return_1_31,h1_window_range_mean,h1_window_range_std,h1_window_return_std,h1_window_up_ratio,h1_window_range_ratio_5bar,h1_window_range_ratio_10bar,h1_window_close_slope_5bar,h1_window_close_slope_10bar,h1_window_close_position_10bar,h1_window_close_position_full,h1_current_hour_sin,h1_current_hour_cos,h1_current_weekday_sin,h1_current_weekday_cos,h1_recent_momentum,h1_trend_consistency
8,2237,2026-02-12 23:00:00,2026-02-13 01:00:00,USDJPY,153.659,-0.6349999904632568,-0.1042323485016822,0.0073970584198832,0.5307676419615746,0.5307676419615746,0.6423970488831401,0.11162940692156553,DOWN,DOWN,True,0.4849999999999852,59.77912361952237,-0.083859006613892,0.1109490944289415,0.6306500000000028,0.1030200000000149,0.0022829709932228,0.3933437764644623,0.2876784205436706,0.0015064359176903,0.6129032373428345,1.6564207077026367,1.2981798648834229,0.62799072265625,1.1199951171875,0.9329267144203186,0.5837153792381287,-0.258819043636322,0.9659258127212524,0.4338837265968323,-0.900968849658966,0.6279999999999859,0.6129032258064516
152,2381,2026-02-21 01:00:00,2026-02-21 03:00:00,USDJPY,155.389,-0.4059999883174896,0.1199956014752388,0.0073970584198832,0.5259955897927284,0.5259955897927284,0.4133970467373729,-0.11259854305535555,DOWN,UP,False,0.1910000000000025,60.70713809206094,0.1351737673651882,-0.0106882854704818,0.1706499999999948,0.4206399999999917,-0.0001737272867657,0.242718756198883,0.0996177792549133,0.0009171397541649,0.4838709533214569,0.8059071898460388,0.6925308704376221,0.0,0.1810150146484375,0.638455331325531,0.7707014083862305,0.258819043636322,0.9659258127212524,-0.9749279022216796,-0.2225209325551986,0.0,0.5161290322580645
214,2443,2026-02-25 17:00:00,2026-02-25 19:00:00,USDJPY,155.709,0.5950000286102295,0.0930377319455146,0.0073970584198832,-0.5019622966647148,0.5019622966647148,0.5876029701903462,0.08564067352563143,UP,UP,True,0.2680000000000007,51.39860139860149,0.0974451713614996,-0.0546747351097223,-0.0824000000000069,0.4635600000000011,0.0007133767786218,0.277750015258789,0.2041776180267334,0.0015597654273733,0.5161290168762207,0.692148745059967,0.9387040734291076,-0.0659942626953125,-0.162994384765625,0.5215504169464111,0.674618124961853,-0.9659258127212524,-0.258819043636322,0.9749279022216796,-0.2225209325551986,-0.0660000000000025,0.5161290322580645
222,2451,2026-02-26 01:00:00,2026-02-26 03:00:00,USDJPY,156.612,-0.3120000064373016,0.1796029806137085,0.0073970584198832,0.4916029870510101,0.4916029870510101,0.3193970648571849,-0.1722059221938252,DOWN,UP,False,0.3190000000000168,69.63394342762112,0.3129262276771101,0.0630117387650681,0.5484500000000025,1.0701799999999937,-0.0005296914387823,0.28184375166893,0.2081893682479858,0.0016038555186241,0.5483871102333069,1.675420165061951,1.3116776943206787,0.0529937744140625,0.8800048828125,0.8375679850578308,0.8878862261772156,0.258819043636322,0.9659258127212524,0.4338837265968323,-0.900968849658966,0.0529999999999972,0.5483870967741935
348,2577,2026-03-05 09:00:00,2026-03-05 11:00:00,USDJPY,157.004,-0.4379999935626983,0.0348731726408004,0.0073970584198832,0.4728731662034988,0.4728731662034988,0.4453970519825816,-0.02747611422091717,DOWN,UP,False,0.0379999999999824,35.1087771942978,-0.1234982679530105,-0.0213804829521279,-0.2209000000000003,-0.4188400000000172,-0.0001655734573011,0.2458750158548355,0.0897934213280677,0.0007729085627943,0.4193548262119293,0.2840059697628021,0.2170188426971435,0.02899169921875,-0.3090057373046875,0.2321979701519012,0.1396456360816955,0.7071067690849304,-0.7071067690849304,0.4338837265968323,-0.900968849658966,0.0289999999999963,0.5806451612903226
0,2229,2026-02-12 15:00:00,2026-02-12 17:00:00,USDJPY,152.855,0.4580000042915344,-0.0117987282574176,0.0073970584198832,-0.4697987325489521,0.4697987325489521,0.4506029458716512,-0.01919578667730093,UP,DOWN,False,0.4299999999999784,39.94537384772953,-0.3191687643878822,0.0126519355889009,-0.2766000000000019,-1.0503599999999835,0.001946800561098,0.3647499978542328,0.2940484583377838,0.0014847908169031,0.5161290168762207,1.1303890943527222,1.4695831537246704,-0.4120025634765625,0.1439971923828125,0.4999935030937195,0.2463245689868927,-0.7071067690849304,-0.7071067690849304,0.4338837265968323,-0.900968849658966,-0.4120000000000061,0.5161290322580645
221,2450,2026-02-26 00:00:00,2026-02-26 02:00:00,USDJPY,156.695,-0.3289999961853027,0.1402252316474914,0.0073970584198832,0.4692252278327942,0.4692252278327942,0.336397054605186,-0.1328281732276082,DOWN,UP,False,0.1589999999999918,65.44175136825686,0.3133088147202443,0.0791472604994694,0.6732499999999675,1.1874600000000155,8.93535272303847e-05,0.2788125276565552,0.2083324491977691,0.0016199683304876,0.5806451439857483,0.8046558499336243,0.6473942399024963,0.3910064697265625,0.876007080078125,0.9014695286750792,0.9319922924041748,0.0,1.0,0.4338837265968323,-0.900968849658966,0.3909999999999911,0.5806451612903226
289,2518,2026-03-02 22:00:00,2026-03-03 00:00:00,USDJPY,156.963,0.5569999814033508,0.0901437178254127,0.0073970584198832,-0.4668562635779381,0.4668562635779381,0.5496029229834676,0.0827466594055295,UP,UP,True,0.1479999999999961,73.76033057851268,0.2453094164515619,0.056099552160634,0.4930500000000108,0.7634999999999934,0.0002995233118356,0.2450937628746032,0.0990300923585891,0.0009870403446257,0.6129032373428345,0.6764168739318848,0.6226335167884827,0.076995849609375,0.746002197265625,0.739006519317627,0.8336228132247925,-0.5,0.8660253882408142,0.0,1.0,0.0769999999999981,0.6129032258064516
293,2522,2026-03-03 02:00:00,2026-03-03 04:00:00,USDJPY,157.73,-0.3720000088214874,0.0652903541922569,0.0073970584198832,0.4372903630137443,0.4372903630137443,0.3793970672413707,-0.05789329577237362,DOWN,UP,False,0.2669999999999959,92.23897264098213,0.3639028719875909,0.0919654659461201,0.9616499999999916,1.413579999999996,0.0016129441946708,0.2496249973773956,0.1049898043274879,0.0010386572685092,0.5806451439857483,1.0503541231155396,1.1046751737594604,0.813995361328125,0.89599609375,0.9770798087120056,0.988516092300415,0.5,0.8660253882408142,0.7818315029144287,0.6234897971153259,0.813999999999993,0.5806451612903226
