true_direction,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline
DOWN,174,0.06882143765687943,0.22613367438316345,0.046554144471883774,0.17113268375396729,-0.05500099062919617,0.16666666666666666,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.16666666666666666,0.06225069612264633,-0.16373564302921295,0.06336187571287155,0.13140679895877838,0.21203334214562347,0.0,-0.05500100336797621
UP,220,0.04239010810852051,0.14471054077148438,0.051541849970817566,0.16671191155910492,0.022001370787620544,0.7909090909090909,1.0,-0.2090909090909091,0.7909090909090909,1.0,0.7909090909090909,0.0,0.0635916218161583,0.17394544184207916,0.06527254730463028,0.1542837768793106,-0.10665591800160382,0.0,0.022001363829159272
