feature_name,feature_band,feature_min,feature_max,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline
h1_recent_momentum,"(0.274, 1.183]",0.2749999999999772,1.1829999999999927,99,0.06600768864154816,0.20151954889297485,0.06018839031457901,0.18740390241146088,-0.014115646481513977,0.48484848484848486,0.47474747474747475,0.01010101010101011,0.7676767676767676,0.47474747474747475,0.7659574468085106,0.23076923076923078,0.04828661307692528,-0.022181816399097443,0.06325684487819672,0.2435435950756073,0.07377164684962323,0.0,-0.014115648823931362
h1_rsi_14_31,"(12.73, 43.268]",12.731481481479308,43.26059050064119,99,0.0454440638422966,0.16441158950328827,0.04399433359503746,0.15938250720500946,-0.005029082298278809,0.48484848484848486,0.6464646464646465,-0.16161616161616166,0.7171717171717171,0.6464646464646465,0.65625,0.17142857142857143,0.04223093390464783,0.047969698905944824,0.0580715537071228,0.20578676462173462,0.012943984349301649,0.0,-0.005029083547097714
h1_rsi_14_31,"(43.268, 54.758]",43.29028635597958,54.74108944183013,98,0.0567011721432209,0.19546453654766083,0.057340458035469055,0.19599640369415283,0.0005318671464920044,0.5714285714285714,0.5816326530612245,-0.010204081632653073,0.7653061224489796,0.5816326530612245,0.7894736842105263,0.2682926829268293,0.051964059472084045,0.04632652923464775,0.05910443887114525,0.23627303540706635,0.0948421232472249,0.0,0.0005318507057975835
h1_rsi_14_31,"(54.758, 65.262]",54.77528089887732,65.11885019347699,98,0.04167121276259422,0.1575317531824112,0.03573092445731163,0.14004290103912354,-0.01748885214328766,0.5714285714285714,0.5204081632653061,0.05102040816326525,0.8673469387755102,0.5204081632653061,0.9215686274509803,0.19148936170212766,0.0819605141878128,0.0048673455603420734,0.07041724026203156,0.18900932371616364,0.18615442799249726,0.0,-0.01748885303659706
h1_rsi_14_31,"(65.262, 92.239]",65.30963302752295,92.23897264098213,99,0.0723363384604454,0.20518377423286438,0.06023428216576576,0.17922209203243256,-0.025961682200431824,0.43434343434343436,0.48484848484848486,-0.0505050505050505,0.8888888888888888,0.48484848484848486,0.8333333333333334,0.058823529411764705,0.07592228055000305,0.00012120995961595327,0.0609271340072155,0.24531884491443634,-0.09022422364118864,0.0,-0.02596170751547272
h1_trend_consistency,"(0.483, 0.516]",0.4838709677419355,0.5161290322580645,141,0.05918029323220253,0.18997995555400848,0.053217992186546326,0.17635491490364075,-0.013625040650367737,0.49645390070921985,0.574468085106383,-0.07801418439716318,0.7801418439716312,0.574468085106383,0.7407407407407407,0.16666666666666666,0.062276631593704224,0.03321276605129242,0.06490302830934525,0.2292412370443344,-0.05281573869969899,0.0,-0.013625051619828486
h1_trend_consistency,"(0.516, 0.548]",0.5483870967741935,0.5483870967741935,105,0.043474942445755005,0.16698959469795227,0.03429650142788887,0.15073151886463165,-0.016258075833320618,0.4666666666666667,0.5238095238095238,-0.05714285714285716,0.8666666666666667,0.5238095238095238,0.8181818181818182,0.08,0.07075963914394379,0.02134285680949688,0.06547778844833374,0.18466731905937195,-0.1093139841984339,0.0,-0.01625808025932027
h1_trend_consistency,"(0.548, 0.581]",0.5806451612903226,0.5806451612903226,89,0.04647762328386307,0.16576659679412842,0.04153610020875931,0.15404312312602997,-0.01172347366809845,0.5730337078651685,0.5842696629213483,-0.011235955056179803,0.8089887640449438,0.5842696629213483,0.8269230769230769,0.21621621621621623,0.0645584985613823,0.020157301798462868,0.062220290303230286,0.20340421795845032,0.029175699851237594,0.0,-0.01172347543656491
h1_trend_consistency,"(0.581, 0.645]",0.6129032258064516,0.6451612903225806,59,0.07211790233850479,0.2052418291568756,0.07861091941595078,0.20425449311733246,-0.0009873360395431519,0.559322033898305,0.5423728813559322,0.016949152542372836,0.7796610169491526,0.5423728813559322,0.8125,0.25925925925925924,0.04856444522738457,0.017966100946068764,0.06222844868898392,0.28017714619636536,0.32090508371651943,0.0,-0.0009873648158321947
h1_window_close_position_10bar,"(0.00093, 0.348]",0.0019312988733872,0.3479208052158355,99,0.03906337544322014,0.15124362707138062,0.03909647837281227,0.14872385561466217,-0.002519771456718445,0.6060606060606061,0.6262626262626263,-0.02020202020202022,0.8383838383838383,0.6262626262626263,0.8548387096774194,0.1891891891891892,0.06586817651987076,0.030656561255455017,0.05834778770804405,0.19635549187660217,0.18052095485001357,0.0,-0.0025197669294559234
