feature_name,feature_band,feature_min,feature_max,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std,direction_head_eval_count,direction_head_active_ratio
h1_close_return_1_31,"(-0.00458, -0.000521]",-0.0035829798772103,-0.0005217559341686,99,0.060350120067596436,0.1857037991285324,0.053674712777137756,0.1667497158050537,-0.0189540833234787,0.43434343434343436,0.5555555555555556,-0.12121212121212122,0.37373737373737376,0.5555555555555556,0.32727272727272727,0.5681818181818182,-0.01879008859395981,0.045232318341732025,0.05513457581400871,0.22856774926185608,-0.038415311272770994,0.0,-0.01895407701823672,0.6721009016036987,0.6326530612244898,1.0,1.0,0.0,0.5455635190010071,0.009944545105099678,49,0.494949494949495
h1_close_return_1_31,"(-0.000521, 7.72e-05]",-0.0005200834670539,7.678230935592723e-05,98,0.04886463284492493,0.16773545742034912,0.04720861464738846,0.16760806739330292,-0.0001273900270462036,0.5408163265306123,0.5,0.04081632653061229,0.32653061224489793,0.5,0.3673469387755102,0.7142857142857143,-0.02978929504752159,-0.002653059083968401,0.049778956919908524,0.21704289317131042,0.06744163819840888,0.0,-0.0001274369923131839,0.7052508592605591,0.46296296296296297,1.0,1.0,0.0,0.5435353517532349,0.01150059700012207,54,0.5510204081632653
h1_close_return_1_31,"(7.72e-05, 0.000655]",7.768699908061727e-05,0.0006453210961332,98,0.038820188492536545,0.15615764260292053,0.03563741222023964,0.14448018372058868,-0.011677458882331848,0.42857142857142855,0.6122448979591837,-0.18367346938775514,0.40816326530612246,0.6122448979591837,0.36666666666666664,0.5263157894736842,-0.010580000467598438,0.02886734902858734,0.05243132635951042,0.18755382299423218,0.03362858774522534,0.0,-0.01167745038638918,0.6911373734474182,0.5416666666666666,1.0,1.0,0.0,0.5419972538948059,0.011435429565608501,48,0.4897959183673469
h1_close_return_1_31,"(0.000655, 0.00722]",0.0006585897051343,0.0072205660304309,99,0.07093994319438934,0.20232990384101868,0.06067595258355141,0.19556406140327454,-0.006765842437744141,0.5151515151515151,0.5656565656565656,-0.0505050505050505,0.42424242424242425,0.5656565656565656,0.44642857142857145,0.6046511627906976,-0.006020699627697468,0.02758585847914219,0.056842248886823654,0.24549615383148193,-0.22613196558290954,0.0,-0.006765870368014084,0.681240439414978,0.5614035087719298,1.0,1.0,0.0,0.5376995801925659,0.01189323142170906,57,0.5757575757575758
h1_ma_gap_sma20_31,"(-1.0259999999999998, -0.0886]",-1.0251499999999965,-0.0888499999999794,99,0.05612429231405258,0.18476150929927826,0.046066317707300186,0.16542913019657135,-0.01933237910270691,0.4444444444444444,0.6767676767676768,-0.23232323232323238,0.18181818181818182,0.6767676767676768,0.22388059701492538,0.90625,-0.04171396419405937,0.06262625753879547,0.04279105365276337,0.20740310847759247,-0.021987882798896075,0.0,-0.019332365196367565,0.6602575778961182,0.7,1.0,1.0,0.0,0.5476678609848022,0.010023167356848717,50,0.5050505050505051
h1_ma_gap_sma20_31,"(-0.0886, 0.107]",-0.0878999999999905,0.1067999999999926,98,0.04115563631057739,0.15860781073570251,0.037892092019319534,0.15612874925136566,-0.002479061484336853,0.5510204081632653,0.5408163265306123,0.010204081632652962,0.37755102040816324,0.5408163265306123,0.4339622641509434,0.6888888888888889,-0.019329579547047615,0.035030607134103775,0.04917610064148903,0.1926875114440918,0.07103308363262177,0.0,-0.0024790654282028576,0.6857087016105652,0.5964912280701754,1.0,1.0,0.0,0.5431795120239258,0.010628961957991123,57,0.5816326530612245
h1_ma_gap_sma20_31,"(0.107, 0.281]",0.1075000000000159,0.2809000000000026,98,0.06206519156694412,0.17870093882083893,0.0581495501101017,0.1717124879360199,-0.006988450884819031,0.4897959183673469,0.5408163265306123,-0.05102040816326536,0.4387755102040816,0.5408163265306123,0.4339622641509434,0.5555555555555556,-0.009705202654004097,0.014663263224065304,0.05731600895524025,0.241032674908638,-0.0032389170579495957,0.0,-0.006988452519385177,0.6996787190437317,0.46,1.0,1.0,0.0,0.5389566421508789,0.011027731001377106,50,0.5102040816326531
h1_ma_gap_sma20_31,"(0.281, 1.286]",0.2811000000000092,1.286249999999967,99,0.05978669598698616,0.1899920403957367,0.055222030729055405,0.18129070103168488,-0.008701339364051819,0.43434343434343436,0.47474747474747475,-0.04040404040404039,0.5353535353535354,0.47474747474747475,0.46808510638297873,0.40384615384615385,0.005683158989995718,-0.01305050402879715,0.05577889084815979,0.23410236835479736,-0.05822253741352737,0.0,-0.00870134182876409,0.7046974897384644,0.43137254901960786,1.0,1.0,0.0,0.5383493304252625,0.012334844097495079,51,0.5151515151515151
h1_ma_gap_sma50_31,"(-1.051, -0.0898]",-1.0503599999999835,-0.0912600000000054,99,0.06739091873168945,0.20534931123256683,0.05769142881035805,0.19261690974235535,-0.012732401490211487,0.4444444444444444,0.6363636363636364,-0.19191919191919193,0.2828282828282828,0.6363636363636364,0.2857142857142857,0.7222222222222222,-0.028505953028798103,0.05676767975091934,0.0522158183157444,0.2350616455078125,-0.08713013100217551,0.0,-0.012732434441627126,0.6664391756057739,0.6724137931034483,1.0,1.0,0.0,0.5439558029174805,0.010425233282148838,58,0.5858585858585859
h1_ma_gap_sma50_31,"(-0.0898, 0.251]",-0.0855600000000151,0.2504200000000196,98,0.04616643860936165,0.15298965573310852,0.04247751086950302,0.14651259779930115,-0.006477057933807373,0.5102040816326531,0.5816326530612245,-0.0714285714285714,0.37755102040816324,0.5816326530612245,0.40350877192982454,0.6585365853658537,-0.017023708671331406,0.0340714268386364,0.04597276449203491,0.2043672651052475,0.01722949548649225,0.0,-0.006477067617661494,0.6786706447601318,0.6041666666666666,1.0,1.0,0.0,0.5394112467765808,0.0131728146225214,48,0.4897959183673469
