true_direction,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std,direction_head_eval_count,direction_head_active_ratio
DOWN,174,0.049585774540901184,0.17553822696208954,0.046554144471883774,0.17113268375396729,-0.004405543208122253,0.4482758620689655,0.0,0.4482758620689655,0.5517241379310345,0.0,0.0,0.4482758620689655,0.01118304394185543,-0.16373564302921295,0.038578495383262634,0.13140679895877838,-0.02299899812630666,0.0,-0.004405540023427249,0.7039201259613037,0.36585365853658536,0.6341463414634146,0.0,0.36585365853658536,0.5048814415931702,0.02182159759104252,41,0.23563218390804597
UP,220,0.0523192323744297,0.16800570487976074,0.051541849970817566,0.16671191155910492,-0.0012937933206558228,0.5590909090909091,1.0,-0.4409090909090909,0.5590909090909091,1.0,0.5590909090909091,0.0,0.008981876075267792,0.17394544184207916,0.03732930123806,0.1542837768793106,0.007874608842614133,0.0,-0.0012938157528300162,0.6858314275741577,0.6307692307692307,0.6307692307692307,0.6307692307692307,0.0,0.5040518045425415,0.0194728821516037,65,0.29545454545454547
