feature_name,feature_band,feature_min,feature_max,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std,direction_head_eval_count,direction_head_active_ratio
h1_close_return_1_31,"(-0.00458, -0.000521]",-0.0035829798772103,-0.0005217559341686,99,0.05661660432815552,0.1746465265750885,0.053674712777137756,0.1667497158050537,-0.00789681077003479,0.42424242424242425,0.5555555555555556,-0.13131313131313133,0.7070707070707071,0.5555555555555556,0.6181818181818182,0.18181818181818182,0.025290299206972122,0.045232318341732025,0.03909545764327049,0.22856774926185608,-0.1369333809095405,0.0,-0.00789682651785287,0.6915684342384338,0.64,0.72,0.7368421052631579,0.3333333333333333,0.5068151950836182,0.02008071355521679,25,0.25252525252525254
h1_close_return_1_31,"(-0.000521, 7.72e-05]",-0.0005200834670539,7.678230935592723e-05,98,0.04660094529390335,0.16519522666931152,0.04720861464738846,0.16760806739330292,0.002412840723991394,0.5408163265306123,0.5,0.04081632653061229,0.4897959183673469,0.5,0.5306122448979592,0.5510204081632653,0.004686567932367325,-0.002653059083968401,0.03784608095884323,0.21704289317131042,0.12130573375072327,0.0,0.002412803109963331,0.6844258308410645,0.5925925925925926,0.5555555555555556,0.6428571428571429,0.5384615384615384,0.502166748046875,0.021538961678743362,27,0.2755102040816326
h1_close_return_1_31,"(7.72e-05, 0.000655]",7.768699908061727e-05,0.0006453210961332,98,0.036614544689655304,0.14964412152767181,0.03563741222023964,0.14448018372058868,-0.00516393780708313,0.5102040816326531,0.6122448979591837,-0.10204081632653061,0.5306122448979592,0.6122448979591837,0.5333333333333333,0.47368421052631576,0.008775983937084675,0.02886734902858734,0.036208104342222214,0.18755382299423218,0.020364367496665595,0.0,-0.005163937512481092,0.7036310434341431,0.34782608695652173,0.5217391304347826,0.38461538461538464,0.3,0.5034140348434448,0.020479796454310417,23,0.23469387755102042
h1_close_return_1_31,"(0.000655, 0.00722]",0.0006585897051343,0.0072205660304309,99,0.06442418694496155,0.19556204974651337,0.06067595258355141,0.19556406140327454,2.0116567611694336e-06,0.5656565656565656,0.5656565656565656,0.0,0.494949494949495,0.5656565656565656,0.5535714285714286,0.5813953488372093,0.0009979043388739228,0.02758585847914219,0.03359793499112129,0.24549615383148193,-0.14064201277299254,0.0,1.955222376057066e-06,0.6931465864181519,0.5161290322580645,0.7096774193548387,0.6842105263157895,0.25,0.5050354599952698,0.019360272213816643,31,0.31313131313131315
h1_ma_gap_sma20_31,"(-1.0259999999999998, -0.0886]",-1.0251499999999965,-0.0888499999999794,99,0.047906190156936646,0.1686840057373047,0.046066317707300186,0.16542913019657135,-0.0032548755407333374,0.4444444444444444,0.6767676767676768,-0.23232323232323238,0.36363636363636365,0.6767676767676768,0.3582089552238806,0.625,-0.0048737735487520695,0.06262625753879547,0.0349290631711483,0.20740310847759247,0.06116114666884058,0.0,-0.0032548637157588304,0.6907491087913513,0.5172413793103449,0.41379310344827586,0.45,0.6666666666666666,0.49531909823417664,0.019729163497686386,29,0.29292929292929293
h1_ma_gap_sma20_31,"(-0.0886, 0.107]",-0.0878999999999905,0.1067999999999926,98,0.04121049493551254,0.15993207693099976,0.037892092019319534,0.15612874925136566,-0.0038033276796340942,0.5,0.5408163265306123,-0.04081632653061229,0.5306122448979592,0.5408163265306123,0.5283018867924528,0.4666666666666667,0.008306039497256279,0.035030607134103775,0.03690517321228981,0.1926875114440918,-0.14103335867968986,0.0,-0.0038033125218840274,0.6999343037605286,0.5,0.46153846153846156,0.47619047619047616,0.6,0.49898022413253784,0.01941138692200184,26,0.2653061224489796
h1_ma_gap_sma20_31,"(0.107, 0.281]",0.1075000000000159,0.2809000000000026,98,0.057802487164735794,0.17024709284305573,0.0581495501101017,0.1717124879360199,0.0014653950929641724,0.5612244897959183,0.5408163265306123,0.020408163265306034,0.5714285714285714,0.5408163265306123,0.6226415094339622,0.4888888888888889,0.010109963826835155,0.014663263224065304,0.03649882227182388,0.241032674908638,0.09361631712624435,0.0,0.0014653936484638475,0.6912180781364441,0.625,0.7916666666666666,0.9166666666666666,0.3333333333333333,0.5078698992729187,0.01693122647702694,24,0.24489795918367346
h1_ma_gap_sma20_31,"(0.281, 1.286]",0.2811000000000092,1.286249999999967,99,0.05749667435884476,0.18633978068828583,0.055222030729055405,0.18129070103168488,-0.005049079656600952,0.5353535353535354,0.47474747474747475,0.06060606060606061,0.7575757575757576,0.47474747474747475,0.8085106382978723,0.28846153846153844,0.026258559897542,-0.01305050402879715,0.03663025423884392,0.23410236835479736,0.01132531238764519,0.0,-0.005049049214582256,0.6896490454673767,0.48148148148148145,0.8888888888888888,0.9166666666666666,0.13333333333333333,0.5161809921264648,0.01828996278345585,27,0.2727272727272727
h1_ma_gap_sma50_31,"(-1.051, -0.0898]",-1.0503599999999835,-0.0912600000000054,99,0.062260910868644714,0.1985456943511963,0.05769142881035805,0.19261690974235535,-0.005928784608840942,0.47474747474747475,0.6363636363636364,-0.1616161616161616,0.41414141414141414,0.6363636363636364,0.4126984126984127,0.5833333333333334,-0.002549323718994856,0.05676767975091934,0.03716272860765457,0.2350616455078125,-0.120620443235587,0.0,-0.005928802981295367,0.6976641416549683,0.4375,0.40625,0.391304347826087,0.5555555555555556,0.4937897026538849,0.018616419285535812,32,0.32323232323232326
h1_ma_gap_sma50_31,"(-0.0898, 0.251]",-0.0855600000000151,0.2504200000000196,98,0.04239282384514809,0.14509910345077515,0.04247751086950302,0.14651259779930115,0.001413494348526001,0.5102040816326531,0.5816326530612245,-0.0714285714285714,0.47959183673469385,0.5816326530612245,0.49122807017543857,0.5365853658536586,0.00790390931069851,0.0340714268386364,0.03717103973031044,0.2043672651052475,0.09475252637911522,0.0,0.0014135078432000367,0.6969084739685059,0.5454545454545454,0.5454545454545454,0.5714285714285714,0.5,0.4996851980686188,0.01635444350540638,22,0.22448979591836735
