true_direction,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std,direction_head_eval_count,direction_head_active_ratio
DOWN,174,0.045025281608104706,0.15778572857379913,0.046554144471883774,0.17113268375396729,0.013346955180168152,0.603448275862069,0.0,0.603448275862069,0.39655172413793105,0.0,0.0,0.603448275862069,-0.013712264597415924,-0.16373564302921295,0.056254301220178604,0.13140679895877838,-0.14109364642713854,0.0,0.013346964257887037,0.7758591175079346,0.0,1.0,0.0,0.0,0.539547860622406,0.011537445709109306,114,0.6551724137931034
UP,220,0.06253843009471893,0.1941213458776474,0.051541849970817566,0.16671191155910492,-0.02740943431854248,0.38636363636363635,1.0,-0.6136363636363636,0.38636363636363635,1.0,0.38636363636363635,0.0,-0.017767177894711494,0.17394544184207916,0.05288321152329445,0.1542837768793106,0.049969887967042874,0.0,-0.02740945236397568,0.6164771318435669,1.0,1.0,1.0,0.0,0.5399437546730042,0.010415653698146343,137,0.6227272727272727
