hour,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std,direction_head_eval_count,direction_head_active_ratio
0,17,0.08796235173940659,0.22826945781707764,0.08881199359893799,0.24042300879955292,0.01215355098247528,0.5882352941176471,0.4117647058823529,0.17647058823529416,0.5882352941176471,0.4117647058823529,0.7142857142857143,0.5,0.000397578754927963,-0.0766470655798912,0.05812517926096916,0.2859170734882355,0.0932856954015076,0.0,0.012153557830435395,0.7345937490463257,0.2857142857142857,1.0,1.0,0.0,0.5372496843338013,0.010648109018802643,14,0.8235294117647058
1,17,0.047223106026649475,0.18089433014392853,0.05355469137430191,0.18952856957912445,0.008634239435195923,0.5294117647058824,0.35294117647058826,0.1764705882352941,0.35294117647058826,0.35294117647058826,0.3333333333333333,0.6363636363636364,-0.019510168582201004,-0.12241175770759583,0.05448823422193527,0.1915838122367859,0.14555724056754588,0.0,0.00863421922001769,0.7491636276245117,0.25,1.0,1.0,0.0,0.544043242931366,0.01014186441898346,12,0.7058823529411765
2,17,0.042822569608688354,0.1613186150789261,0.041253674775362015,0.15819983184337616,-0.0031187832355499268,0.6470588235294118,0.47058823529411764,0.17647058823529416,0.35294117647058826,0.47058823529411764,0.5,0.7777777777777778,-0.01778455637395382,-0.009058824740350246,0.03877485916018486,0.20244228839874268,-0.01656509536830483,0.0,-0.003118785043411388,0.6925322413444519,0.5,1.0,1.0,0.0,0.5450464487075806,0.012967126443982124,10,0.5882352941176471
3,17,0.028138816356658936,0.1453748196363449,0.025823421776294708,0.13566003739833832,-0.009714782238006592,0.4117647058823529,0.7058823529411765,-0.2941176470588236,0.35294117647058826,0.7058823529411765,0.3333333333333333,0.6,-0.014327424578368664,0.07999999821186066,0.036846086382865906,0.14336051046848297,0.252610526409116,0.0,-0.009714792263420187,0.6373958587646484,0.8,1.0,1.0,0.0,0.5449357032775879,0.00946575403213501,10,0.5882352941176471
4,17,0.02035002037882805,0.12032243609428406,0.019587911665439606,0.11264792829751968,-0.007674507796764374,0.47058823529411764,0.6470588235294118,-0.17647058823529416,0.23529411764705882,0.6470588235294118,0.2727272727272727,0.8333333333333334,-0.01756489835679531,0.006941178347915411,0.03586443141102791,0.13995607197284698,0.11201306539751138,0.0,-0.007674504235825125,0.6834928393363953,0.5555555555555556,1.0,1.0,0.0,0.5439677238464355,0.009155635721981525,9,0.5294117647058824
5,17,0.020605890080332756,0.11839065700769424,0.018844671547412872,0.10978806018829346,-0.008602596819400787,0.5294117647058824,0.5294117647058824,0.0,0.4117647058823529,0.5294117647058824,0.4444444444444444,0.625,-0.026679445058107376,-0.0059411777183413506,0.045924071222543716,0.13662636280059814,0.047810322552744804,0.0,-0.008602599339450082,0.6839748620986938,0.5714285714285714,1.0,1.0,0.0,0.5470844507217407,0.0075132837519049644,7,0.4117647058823529
6,17,0.020218240097165108,0.11859623342752457,0.01676892302930355,0.10195242613554001,-0.016643807291984558,0.35294117647058826,0.4117647058823529,-0.05882352941176466,0.47058823529411764,0.4117647058823529,0.2857142857142857,0.4,-0.03286384418606758,-0.05499999597668648,0.05479973182082176,0.11347039043903351,-0.30955297331092796,0.0,-0.016643806141527252,0.7599870562553406,0.1111111111111111,1.0,1.0,0.0,0.5426952838897705,0.00546291982755065,9,0.5294117647058824
7,13,0.005943966563791037,0.06547176092863083,0.007114651147276163,0.07073643058538437,0.00526466965675354,0.6153846153846154,0.23076923076923078,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.3333333333333333,0.7,-0.039202556014060974,-0.0556153878569603,0.04473290219902992,0.05607212334871292,-0.10554504756964526,0.0,0.00526466329868596,0.7676257491111755,0.0,1.0,0.0,0.0,0.5358201861381531,0.007859937846660614,3,0.23076923076923078
8,13,0.017803402617573738,0.10799737274646759,0.015508290380239487,0.10496946424245834,-0.003027908504009247,0.6153846153846154,0.5384615384615384,0.07692307692307698,0.15384615384615385,0.5384615384615384,0.2857142857142857,1.0,-0.04003845900297165,-0.004307691473513842,0.039066120982170105,0.12398099899291992,0.038271829970532245,0.0,-0.0030279072861258693,0.6982539296150208,0.5,1.0,1.0,0.0,0.5434940457344055,0.0035683284513652325,6,0.46153846153846156
9,16,0.09249740839004517,0.23345988988876343,0.09813481569290161,0.22991175949573517,-0.0035481303930282593,0.5,0.4375,0.0625,0.3125,0.4375,0.2857142857142857,0.6666666666666666,-0.04238584637641907,-0.0650625005364418,0.048004742711782455,0.30476945638656616,0.10955634981244612,0.0,-0.0035481314989738244,0.7135682106018066,0.4,1.0,1.0,0.0,0.5378638505935669,0.007756930310279131,10,0.625
10,16,0.08366180956363678,0.24250191450119019,0.07087323069572449,0.2307996302843094,-0.011702284216880798,0.5,0.4375,0.0625,0.3125,0.4375,0.2857142857142857,0.6666666666666666,-0.035384465008974075,-0.013249997980892658,0.05082479491829872,0.2654184103012085,-0.3759044712082662,0.0,-0.011702293413691243,0.6994835734367371,0.46153846153846156,1.0,1.0,0.0,0.5412549376487732,0.010070406831800938,13,0.8125
11,16,0.05165928974747658,0.18206416070461273,0.03926468268036842,0.16420036554336548,-0.017863795161247253,0.5,0.5625,-0.0625,0.3125,0.5625,0.3333333333333333,0.7142857142857143,-0.03057965449988842,0.05387499928474426,0.04754924401640892,0.1926252394914627,-0.2817546776234932,0.0,-0.01786380156408994,0.6751010417938232,0.6,1.0,1.0,0.0,0.5435749292373657,0.009013881906867027,10,0.625
12,16,0.023945892229676247,0.12875621020793915,0.020916279405355453,0.11085110157728195,-0.017905108630657196,0.375,0.6875,-0.3125,0.4375,0.6875,0.36363636363636365,0.4,-0.02043836936354637,0.023374997079372406,0.04232420399785042,0.14373929798603058,0.03501527903814777,0.0,-0.017905101063661277,0.677906334400177,0.625,1.0,1.0,0.0,0.5406593680381775,0.009697936475276947,8,0.5
13,16,0.03525210916996002,0.15617917478084564,0.030352246016263962,0.15192647278308868,-0.004252701997756958,0.625,0.75,-0.125,0.375,0.75,0.5,1.0,-0.017736347392201424,0.09849999845027924,0.0422239825129509,0.14850084483623505,0.16698907770537402,0.0,-0.004252708051353712,0.6464759707450867,0.8333333333333334,1.0,1.0,0.0,0.5405520796775818,0.009874723851680756,12,0.75
14,16,0.05517181381583214,0.19533155858516693,0.04906412959098816,0.18473896384239197,-0.010592594742774963,0.5,0.8125,-0.3125,0.3125,0.8125,0.38461538461538464,1.0,-0.021446112543344498,0.11556249856948853,0.04242357984185219,0.19329865276813507,0.16850798864106956,0.0,-0.01059259712928906,0.6562067866325378,0.7692307692307693,1.0,1.0,0.0,0.5409627556800842,0.00804112758487463,13,0.8125
15,17,0.05286804959177971,0.17020222544670105,0.03765794262290001,0.15337631106376648,-0.01682591438293457,0.4117647058823529,0.47058823529411764,-0.05882352941176472,0.35294117647058826,0.47058823529411764,0.25,0.5555555555555556,-0.01660900004208088,0.0282352976500988,0.054030995815992355,0.19293446838855743,-0.5138874163107197,0.0,-0.016825933173737113,0.6979386806488037,0.4,1.0,1.0,0.0,0.5376662015914917,0.011174093000590801,10,0.5882352941176471
16,17,0.09139332920312881,0.2241354137659073,0.08236535638570786,0.2019662708044052,-0.022169142961502075,0.29411764705882354,0.7647058823529411,-0.4705882352941176,0.29411764705882354,0.7647058823529411,0.23076923076923078,0.5,-0.011064324527978897,0.10999999940395355,0.053824324160814285,0.2680261433124542,-0.06937627250836619,0.0,-0.022169144988498257,0.6533528566360474,0.75,1.0,1.0,0.0,0.5374913215637207,0.00922582671046257,12,0.7058823529411765
