true_abs_delta_band,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std,direction_head_eval_count,direction_head_active_ratio
0.00_0.05,79,0.004074939526617527,0.0525362454354763,0.0008418163051828742,0.024615228176116943,-0.02792101725935936,0.45569620253164556,0.569620253164557,-0.11392405063291144,0.35443037974683544,0.569620253164557,0.3333333333333333,0.6176470588235294,-0.023007849231362343,0.0018987342482432723,0.049730800092220306,0.02848832681775093,-0.0599487465872707,0.0,-0.027921020958124647,,,,,,,,0,0.0
0.05_0.10,70,0.00980741623789072,0.08113525807857513,0.005567674990743399,0.07308907806873322,-0.008046180009841919,0.5285714285714286,0.5857142857142857,-0.05714285714285716,0.4,0.5857142857142857,0.43902439024390244,0.6551724137931034,-0.013972126878798008,0.014785715378820896,0.056987665593624115,0.07425013184547424,-0.025964106668250102,0.0,-0.008046181180647425,0.6734129786491394,0.5833333333333334,1.0,1.0,0.0,0.5364124774932861,0.013957805931568146,12,0.17142857142857143
0.10_0.20,113,0.023023715242743492,0.1389048844575882,0.021797168999910355,0.14492568373680115,0.006020799279212952,0.5221238938053098,0.504424778761062,0.017699115044247815,0.39823008849557523,0.504424778761062,0.42105263157894735,0.625,-0.01814684458076954,0.0010796457063406706,0.048594504594802856,0.14750342071056366,0.1021662095153378,0.0,0.006020796880851275,0.6986451148986816,0.4953271028037383,1.0,1.0,0.0,0.5413016080856323,0.01031926367431879,107,0.9469026548672567
0.20_0.30,72,0.06932805478572845,0.2531396150588989,0.05878337845206261,0.24068954586982727,-0.012450069189071655,0.4583333333333333,0.6111111111111112,-0.15277777777777785,0.3472222222222222,0.6111111111111112,0.3409090909090909,0.6428571428571429,-0.01731070876121521,0.05691666156053543,0.05672280490398407,0.23734191060066223,-0.15857462343364154,0.0,-0.012450039619579916,0.6798686981201172,0.6111111111111112,1.0,1.0,0.0,0.5403640270233154,0.010092213749885559,72,1.0
0.30_plus,60,0.21651862561702728,0.44015464186668396,0.2047984004020691,0.4281103014945984,-0.012044340372085571,0.4166666666666667,0.55,-0.13333333333333336,0.4666666666666667,0.55,0.3939393939393939,0.4444444444444444,-0.0033680007327347994,0.07288333773612976,0.06216806918382645,0.44778338074684143,-0.11368591820096674,0.0,-0.012044359929859638,0.685312807559967,0.55,1.0,1.0,0.0,0.5369718670845032,0.011619185097515583,60,1.0
