weekday,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,weekday_name
0,45,0.06761151552200317,0.1999933421611786,0.06764804571866989,0.19962777197360992,-0.00036557018756866455,0.5555555555555556,0.6888888888888889,-0.1333333333333333,0.7777777777777778,0.6888888888888889,0.7419354838709677,0.14285714285714285,0.012260710820555687,0.07553333044052124,0.024255387485027313,0.2510089576244354,-0.001172633352605373,0.0,-0.00036555447020671127,Mon
1,72,0.05667629465460777,0.1676567643880844,0.05620087683200836,0.16471733152866364,-0.0029394328594207764,0.5694444444444444,0.6111111111111112,-0.04166666666666674,0.6805555555555556,0.6111111111111112,0.7045454545454546,0.35714285714285715,0.012007690966129303,0.04758332669734955,0.019668499007821083,0.23363633453845978,-0.04764464038755229,0.0,-0.0029394557900054167,Tue
2,72,0.046442124992609024,0.15815547108650208,0.045561764389276505,0.15585538744926453,-0.002300083637237549,0.4444444444444444,0.4861111111111111,-0.041666666666666685,0.3472222222222222,0.4861111111111111,0.2857142857142857,0.5945945945945946,-0.0038514439947903156,0.026277778670191765,0.015492388047277927,0.21261534094810486,-0.013518335895590679,0.0,-0.0023000649816822347,Wed
3,81,0.05111389979720116,0.1765197217464447,0.04873887076973915,0.1741483360528946,-0.00237138569355011,0.43209876543209874,0.5679012345679012,-0.13580246913580246,0.4691358024691358,0.5679012345679012,0.41304347826086957,0.45714285714285713,0.004463315010070801,0.02102469652891159,0.01958620734512806,0.2203478217124939,-0.22045157923031594,0.0,-0.0023713823045707445,Thu
4,96,0.04543023928999901,0.1737099140882492,0.042552005499601364,0.1698397547006607,-0.003870159387588501,0.4479166666666667,0.5416666666666666,-0.09374999999999994,0.5729166666666666,0.5416666666666666,0.5192307692307693,0.36363636363636365,0.0032811518758535385,0.010177083313465118,0.017176752910017967,0.20626263320446014,-0.35893702480973416,0.0,-0.0038701465563614596,Fri
5,28,0.0363839790225029,0.14091314375400543,0.036989811807870865,0.14209243655204773,0.0011792927980422974,0.4642857142857143,0.42857142857142855,0.035714285714285754,0.6071428571428571,0.42857142857142855,0.5833333333333334,0.375,0.004473190754652023,-0.05782143026590347,0.014035055413842201,0.1809319108724594,0.08466327029394642,0.0,0.0011792949933026621,Sat
