true_direction,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline
DOWN,174,0.04781946539878845,0.17069485783576965,0.046554144471883774,0.17113268375396729,0.00043782591819763184,0.41379310344827586,0.0,0.41379310344827586,0.5862068965517241,0.0,0.0,0.41379310344827586,0.006874301470816135,-0.16373564302921295,0.020561980083584785,0.13140679895877838,-0.18896723344048158,0.0,0.00043783017772720383
UP,220,0.053030624985694885,0.17125949263572693,0.051541849970817566,0.16671191155910492,-0.004547581076622009,0.5318181818181819,1.0,-0.46818181818181814,0.5318181818181819,1.0,0.5318181818181819,0.0,0.0033846443984657526,0.17394544184207916,0.01829475723206997,0.1542837768793106,0.03516995104615424,0.0,-0.004547607608699101
