test_row_index,dataset_row_index,timestamp_jst,future_timestamp_jst,symbol,entry_price,true_delta,pred_delta,baseline_constant_pred_delta,direction_target,direction_target_label,direction_target_active,direction_target_scaled_delta,direction_prob_up,direction_logit,error,abs_error,baseline_abs_error,abs_error_improvement_vs_baseline,true_direction,pred_direction,pred_direction_head,direction_match,direction_head_match,direction_head_agrees_with_regression,h1_range_31,h1_rsi_14_31,h1_macd_31,h1_macd_hist_31,h1_ma_gap_sma20_31,h1_ma_gap_sma50_31,h1_close_return_1_31,h1_recent_momentum,h1_trend_consistency
190,2419,2026-02-24 17:00:00,2026-02-24 19:00:00,USDJPY,154.974,0.9739999771118164,0.0673220455646514,0.0073970584198832,1.0,UP,1.0,4.673704624176025,0.514173150062561,0.0567076057195663,-0.9066779315471648,0.9066779315471648,0.9666029186919332,0.05992498714476835,UP,UP,UP,True,,,0.2220000000000084,71.40139505389891,0.1045747784023092,0.0630072499788678,0.2258999999999673,0.1473799999999983,-0.0012245108401433,0.0060000000000002,0.6129032258064516
189,2418,2026-02-24 16:00:00,2026-02-24 18:00:00,USDJPY,155.164,0.9290000200271606,0.0474744476377964,0.0073970584198832,1.0,UP,1.0,4.713343620300293,0.5123136043548584,0.0492643862962722,-0.8815255723893642,0.8815255723893642,0.9216029616072774,0.04007738921791315,UP,UP,UP,True,,,0.1410000000000195,74.47089947089836,0.106471642226694,0.0806559262979696,0.4251999999999611,0.3326999999999884,-0.0005217559341686,0.2999999999999829,0.6129032258064516
158,2387,2026-02-23 09:00:00,2026-02-23 11:00:00,USDJPY,154.899,-0.843999981880188,-0.0354065150022506,0.0073970584198832,0.0,DOWN,1.0,-2.863929271697998,0.4872990250587463,-0.0508148670196533,0.8085934668779373,0.8085934668779373,0.8513970403000712,0.04280357342213392,DOWN,DOWN,DOWN,True,,,0.1140000000000043,30.62686567164189,-0.0126549917450233,-0.0527830510492608,-0.2785999999999831,-0.149879999999996,-0.0002839753974043,-0.093999999999994,0.5161290322580645
9,2238,2026-02-13 00:00:00,2026-02-13 02:00:00,USDJPY,153.264,-0.6209999918937683,0.0717639476060867,0.0073970584198832,0.0,DOWN,1.0,-1.6083916425704956,0.5143886804580688,0.0575704053044319,0.692763939499855,0.692763939499855,0.6283970503136516,-0.06436688918620348,DOWN,UP,UP,False,,,0.4980000000000188,49.95073891625639,-0.0687270410998053,0.1008648479544226,0.2138999999999953,-0.2519199999999841,-0.0025706271679496,0.3460000000000036,0.5806451612903226
8,2237,2026-02-12 23:00:00,2026-02-13 01:00:00,USDJPY,153.659,-0.6349999904632568,0.0460300780832767,0.0073970584198832,0.0,DOWN,1.0,-1.6996787786483765,0.5069859027862549,0.0279455035924911,0.6810300685465336,0.6810300685465336,0.6423970488831401,-0.0386330196633935,DOWN,UP,UP,False,,,0.4849999999999852,59.77912361952237,-0.083859006613892,0.1109490944289415,0.6306500000000028,0.1030200000000149,0.0022829709932228,0.6279999999999859,0.6129032258064516
102,2331,2026-02-18 23:00:00,2026-02-19 01:00:00,USDJPY,153.68,0.6940000057220459,0.0319497399032115,0.0073970584198832,1.0,UP,1.0,3.898876428604126,0.5389133095741272,0.155968576669693,-0.6620502658188343,0.6620502658188343,0.6866029473021626,0.024552681483328342,UP,UP,UP,True,,,0.2480000000000188,65.65118050266517,0.1220726934536173,0.0245468331865709,0.2003500000000144,0.3196599999999989,-0.0001886681976982,0.0109999999999956,0.5806451612903226
215,2444,2026-02-25 18:00:00,2026-02-25 20:00:00,USDJPY,155.921,0.6380000114440918,-0.0018752999603748,0.0073970584198832,1.0,UP,1.0,2.134493112564087,0.5080220699310303,0.0320911705493927,-0.6398753114044666,0.6398753114044666,0.6306029530242085,-0.009272358380258083,UP,DOWN,UP,False,,,0.2370000000000232,54.57516339869309,0.1066700857725209,-0.0363598565589608,0.1276499999999885,0.645859999999999,0.001361514106442,0.4599999999999795,0.5161290322580645
214,2443,2026-02-25 17:00:00,2026-02-25 19:00:00,USDJPY,155.709,0.5950000286102295,0.0230700150132179,0.0073970584198832,1.0,UP,1.0,2.0840632915496826,0.5213907957077026,0.0856153815984726,-0.5719300135970116,0.5719300135970116,0.5876029701903462,0.015672956593334675,UP,UP,UP,True,,,0.2680000000000007,51.39860139860149,0.0974451713614996,-0.0546747351097223,-0.0824000000000069,0.4635600000000011,0.0007133767786218,-0.0660000000000025,0.5161290322580645
151,2380,2026-02-21 00:00:00,2026-02-21 02:00:00,USDJPY,155.416,-0.5649999976158142,-0.0129132270812988,0.0073970584198832,0.0,DOWN,1.0,-2.080265045166016,0.5429729223251343,0.1723168194293975,0.5520867705345154,0.5520867705345154,0.5723970560356975,0.02031028550118208,DOWN,DOWN,UP,True,,,0.4190000000000111,56.83947532791963,0.135936006204929,-0.0125981179983614,0.223399999999998,0.4818199999999706,0.0010563471001983,-0.132000000000005,0.5161290322580645
19,2248,2026-02-13 10:00:00,2026-02-13 12:00:00,USDJPY,152.789,0.4740000069141388,-0.0627825483679771,0.0073970584198832,1.0,UP,1.0,1.731190800666809,0.4996649026870727,-0.0013404488563537,-0.5367825552821159,0.5367825552821159,0.4666029484942555,-0.07017960678786045,UP,DOWN,DOWN,False,,,0.2099999999999795,47.55855498213537,-0.1461592518330974,-0.0035567977773738,-0.1777500000000031,-0.3898600000000272,0.000740129424402,-0.1420000000000243,0.5161290322580645
