hour,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std,direction_head_eval_count,direction_head_active_ratio
0,17,0.0955108031630516,0.2399730086326599,0.08881199359893799,0.24042300879955292,0.00045000016689300537,0.5882352941176471,0.4117647058823529,0.17647058823529416,0.5882352941176471,0.4117647058823529,0.7142857142857143,0.5,0.01874636672437191,-0.0766470655798912,0.03778592497110367,0.2859170734882355,-0.14969684753241316,0.0,0.00044998449876027294,0.704056978225708,0.3333333333333333,0.6666666666666666,0.5,0.25,0.5184913277626038,0.031859565526247025,6,0.35294117647058826
1,17,0.06327391415834427,0.20587503910064697,0.05355469137430191,0.18952856957912445,-0.016346469521522522,0.5294117647058824,0.35294117647058826,0.1764705882352941,0.5882352941176471,0.35294117647058826,0.6666666666666666,0.45454545454545453,0.02129250392317772,-0.12241175770759583,0.04459284618496895,0.1915838122367859,-0.2300123404285614,0.0,-0.01634647877996458,0.7237629890441895,0.25,0.75,0.0,0.25,0.5129595398902893,0.04593554139137268,4,0.23529411764705882
2,17,0.04013863205909729,0.1498870700597763,0.041253674775362015,0.15819983184337616,0.008312761783599854,0.47058823529411764,0.47058823529411764,0.0,0.8823529411764706,0.47058823529411764,0.875,0.1111111111111111,0.034459188580513,-0.009058824740350246,0.036283280700445175,0.20244228839874268,0.2759968439497069,0.0,0.008312759756603658,0.7390947341918945,0.2,0.8,0.5,0.0,0.5350116491317749,0.03751824051141739,5,0.29411764705882354
3,17,0.0197761207818985,0.11378498375415802,0.025823421776294708,0.13566003739833832,0.021875053644180298,0.7058823529411765,0.7058823529411765,0.0,0.8823529411764706,0.7058823529411765,0.9166666666666666,0.2,0.04587041214108467,0.07999999821186066,0.037519361823797226,0.14336051046848297,0.3112820416389412,0.0,0.021875050959779947,0.6479721069335938,0.5,0.5,0.5,0.0,0.5250762701034546,0.04545000195503235,2,0.11764705882352941
4,17,0.01966344192624092,0.10714660584926605,0.019587911665439606,0.11264792829751968,0.005501322448253632,0.5882352941176471,0.6470588235294118,-0.05882352941176472,0.8235294117647058,0.6470588235294118,0.8181818181818182,0.16666666666666666,0.03536354377865791,0.006941178347915411,0.03267645090818405,0.13995607197284698,0.1967783778694312,0.0,0.005501319654285891,0.6612560153007507,1.0,0.0,0.0,1.0,0.48379743099212646,0.0,1,0.058823529411764705
5,17,0.021485986188054085,0.11538731306791306,0.018844671547412872,0.10978806018829346,-0.005599252879619598,0.6470588235294118,0.5294117647058824,0.11764705882352944,0.7647058823529411,0.5294117647058824,0.8888888888888888,0.375,0.02016923762857914,-0.0059411777183413506,0.037360407412052155,0.13662636280059814,-0.0726500771843779,0.0,-0.005599245757741074,0.6786381006240845,1.0,0.0,0.0,1.0,0.49269261956214905,0.0,1,0.058823529411764705
6,17,0.019036900252103806,0.10223261266946793,0.01676892302930355,0.10195242613554001,-0.0002801865339279175,0.47058823529411764,0.4117647058823529,0.05882352941176472,0.5882352941176471,0.4117647058823529,0.5714285714285714,0.4,0.011306826025247574,-0.05499999597668648,0.03969590365886688,0.11347039043903351,-0.020981029244421655,0.0,-0.00028018406866227877,0.7185595035552979,0.0,1.0,0.0,0.0,0.5125460624694824,0.0,1,0.058823529411764705
7,13,0.007521776016801596,0.06963252276182175,0.007114651147276163,0.07073643058538437,0.001103907823562622,0.5384615384615384,0.23076923076923078,0.30769230769230765,0.5384615384615384,0.23076923076923078,0.6666666666666666,0.5,0.0036583247128874063,-0.0556153878569603,0.04505208134651184,0.05607212334871292,0.23065978884257676,0.0,0.0011039017341457923,,,,,,,,0,0.0
8,13,0.01828753761947155,0.11787337809801102,0.015508290380239487,0.10496946424245834,-0.012903913855552673,0.38461538461538464,0.5384615384615384,-0.1538461538461538,0.38461538461538464,0.5384615384615384,0.2857142857142857,0.5,-0.0009970756946131587,-0.004307691473513842,0.03654070943593979,0.12398099899291992,-0.17328260179792482,0.0,-0.012903908625818212,0.6507306098937988,1.0,0.6666666666666666,1.0,1.0,0.5077106952667236,0.021170200780034065,3,0.23076923076923078
9,16,0.09368866682052612,0.2254335880279541,0.09813481569290161,0.22991175949573517,0.004478171467781067,0.625,0.4375,0.1875,0.3125,0.4375,0.42857142857142855,0.7777777777777778,-0.009606159292161465,-0.0650625005364418,0.032925911247730255,0.30476945638656616,0.16718250055587924,0.0,0.004478169314097603,0.6854034662246704,0.42857142857142855,0.14285714285714285,0.0,0.75,0.48192453384399414,0.03519730642437935,7,0.4375
10,16,0.07755006104707718,0.23915928602218628,0.07087323069572449,0.2307996302843094,-0.008359655737876892,0.5,0.4375,0.0625,0.1875,0.4375,0.14285714285714285,0.7777777777777778,-0.008558996953070164,-0.013249997980892658,0.0315106026828289,0.2654184103012085,-0.36397493778812456,0.0,-0.008359662140719596,0.6642480492591858,0.4444444444444444,0.4444444444444444,0.4,0.5,0.5011481046676636,0.047721363604068756,9,0.5625
11,16,0.0442427322268486,0.17137442529201508,0.03926468268036842,0.16420036554336548,-0.007174059748649597,0.375,0.5625,-0.1875,0.6875,0.5625,0.5555555555555556,0.14285714285714285,0.004157539457082748,0.05387499928474426,0.028171179816126823,0.1926252394914627,-0.356843479659913,0.0,-0.007174057071097188,0.6911013722419739,0.6,0.8,0.75,0.0,0.5103280544281006,0.055838000029325485,5,0.3125
12,16,0.021120544523000717,0.11576227843761444,0.020916279405355453,0.11085110157728195,-0.004911176860332489,0.5,0.6875,-0.1875,0.5625,0.6875,0.5454545454545454,0.4,0.011052988469600677,0.023374997079372406,0.030303413048386574,0.14373929798603058,0.07008685579395856,0.0,-0.004911174182780095,0.7345948219299316,0.3333333333333333,0.3333333333333333,0.0,0.5,0.4694669246673584,0.032426320016384125,3,0.1875
13,16,0.02992701530456543,0.1511659473180771,0.030352246016263962,0.15192647278308868,0.0007605254650115967,0.4375,0.75,-0.3125,0.6875,0.75,0.5833333333333334,0.0,0.012233599089086056,0.09849999845027924,0.03125649690628052,0.14850084483623505,0.058637390243378835,0.0,0.0007605223217979117,0.6945002675056458,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.49945178627967834,0.011290756985545158,3,0.1875
