hour,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std,direction_head_eval_count,direction_head_active_ratio
14,16,0.0477549284696579,0.18424002826213837,0.04906412959098816,0.18473896384239197,0.0004989355802536011,0.625,0.8125,-0.1875,0.5625,0.8125,0.6153846153846154,0.6666666666666666,0.005842577666044235,0.11556249856948853,0.033211834728717804,0.19329865276813507,0.21425337643063355,0.0,0.0004989336594008013,0.7440693974494934,0.4,0.6,0.5,0.0,0.48854342103004456,0.04443084076046944,5,0.3125
15,17,0.04088052734732628,0.1596055030822754,0.03765794262290001,0.15337631106376648,-0.006229192018508911,0.47058823529411764,0.47058823529411764,0.0,0.4117647058823529,0.47058823529411764,0.375,0.5555555555555556,0.0021808899473398924,0.0282352976500988,0.03179377689957619,0.19293446838855743,-0.16034444680545037,0.0,-0.006229212562389242,0.7048376798629761,0.4,0.8,0.6666666666666666,0.0,0.5065017938613892,0.022723065689206123,5,0.29411764705882354
16,17,0.08286326378583908,0.21046727895736694,0.08236535638570786,0.2019662708044052,-0.008501008152961731,0.35294117647058826,0.7647058823529411,-0.41176470588235287,0.35294117647058826,0.7647058823529411,0.3076923076923077,0.5,-0.00163432233966887,0.10999999940395355,0.03164103254675865,0.2680261433124542,0.14374636098102125,0.0,-0.00850101850707741,0.6919563412666321,0.7142857142857143,0.7142857142857143,0.8,0.5,0.5110425353050232,0.05402248725295067,7,0.4117647058823529
17,17,0.12533412873744965,0.2845354676246643,0.1259300708770752,0.2780718207359314,-0.00646364688873291,0.4117647058823529,0.7058823529411765,-0.2941176470588236,0.47058823529411764,0.7058823529411765,0.4166666666666667,0.4,0.0044244201853871346,0.16429410874843597,0.03456546366214752,0.3182976543903351,0.12417403678166773,0.0,-0.006463650011402707,0.727853000164032,0.45454545454545453,0.7272727272727273,0.625,0.0,0.5080308318138123,0.04203230142593384,11,0.6470588235294118
18,17,0.06156210973858833,0.19502583146095276,0.05715496093034744,0.1870354562997818,-0.00799037516117096,0.5882352941176471,0.5294117647058824,0.05882352941176472,0.47058823529411764,0.5294117647058824,0.5555555555555556,0.625,0.013218562118709087,0.047470591962337494,0.04797564819455147,0.23568850755691528,-0.11223573145133266,0.0,-0.007990377845571306,0.7234137654304504,0.5,0.3333333333333333,0.4,1.0,0.4659249782562256,0.032524432986974716,6,0.35294117647058826
19,17,0.048746269196271896,0.18258504569530487,0.043408364057540894,0.17032958567142487,-0.012255460023880005,0.5294117647058824,0.5294117647058824,0.0,0.5294117647058824,0.5294117647058824,0.5555555555555556,0.5,0.01817374862730503,0.0457058846950531,0.04692601412534714,0.2047945261001587,-0.20006920533893738,0.0,-0.012255457887316445,0.7586091160774231,0.4,0.6,0.5,0.0,0.4912945628166199,0.04655809700489044,5,0.29411764705882354
20,17,0.031556274741888046,0.1456412374973297,0.02778269164264202,0.1306236982345581,-0.015017539262771606,0.47058823529411764,0.5882352941176471,-0.11764705882352944,0.6470588235294118,0.5882352941176471,0.6,0.2857142857142857,0.022376088425517082,0.02329411543905735,0.03911356255412102,0.16592158377170563,-0.19227022255944012,0.0,-0.015017543755033443,0.6568732261657715,1.0,1.0,1.0,0.0,0.5184699296951294,0.0,1,0.058823529411764705
21,17,0.03968564420938492,0.15289366245269775,0.04211818054318428,0.15475347638130188,0.001859813928604126,0.5882352941176471,0.5882352941176471,0.0,0.6470588235294118,0.5882352941176471,0.7,0.42857142857142855,0.01571480743587017,0.05452941358089447,0.041604749858379364,0.19974163174629211,0.2074923505935908,0.0,0.0018598079571829139,0.6309341192245483,1.0,1.0,1.0,0.0,0.5325186252593994,0.021248847246170044,2,0.11764705882352941
22,17,0.054231856018304825,0.19266918301582336,0.0575760118663311,0.19864793121814728,0.005978748202323914,0.47058823529411764,0.6470588235294118,-0.17647058823529416,0.7058823529411765,0.6470588235294118,0.6363636363636364,0.16666666666666666,0.020125219598412514,0.10000000149011612,0.03963334858417511,0.22136102616786957,0.15499499286205462,0.0,0.005978749243213855,0.6829227209091187,0.5714285714285714,0.5714285714285714,0.6,0.5,0.5137200951576233,0.043896861374378204,7,0.4117647058823529
23,17,0.1069273054599762,0.25008291006088257,0.09711658954620361,0.24232956767082214,-0.007753342390060425,0.47058823529411764,0.5294117647058824,-0.05882352941176472,0.5882352941176471,0.5294117647058824,0.5555555555555556,0.375,0.011251927353441715,0.029117649421095848,0.032583218067884445,0.3108774721622467,-0.4393967565030351,0.0,-0.007753327214980823,0.6570011377334595,0.7142857142857143,0.5714285714285714,0.75,0.6666666666666666,0.4959802031517029,0.03899960219860077,7,0.4117647058823529
