true_direction,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std,direction_head_eval_count,direction_head_active_ratio
DOWN,174,0.050847169011831284,0.17877791821956635,0.046554144471883774,0.17113268375396729,-0.00764523446559906,0.42528735632183906,0.0,0.42528735632183906,0.5747126436781609,0.0,0.0,0.42528735632183906,0.014541860669851303,-0.16373564302921295,0.03992095962166786,0.13140679895877838,-0.019336763683661305,0.0,-0.0076452244190906,0.7081878185272217,0.3902439024390244,0.6097560975609756,0.0,0.3902439024390244,0.5052493810653687,0.04673943296074867,41,0.23563218390804597
UP,220,0.05144590884447098,0.16571301221847534,0.051541849970817566,0.16671191155910492,0.0009988993406295776,0.5863636363636363,1.0,-0.4136363636363637,0.5863636363636363,1.0,0.5863636363636363,0.0,0.01239966880530119,0.17394544184207916,0.03889567404985428,0.1542837768793106,-0.002709396819492886,0.0,0.000998875710435893,0.694322407245636,0.5846153846153846,0.5846153846153846,0.5846153846153846,0.0,0.5010989904403687,0.04097960516810417,65,0.29545454545454547
