true_direction,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std,direction_head_eval_count,direction_head_active_ratio
DOWN,174,0.04478741064667702,0.15716741979122162,0.046554144471883774,0.17113268375396729,0.013965263962745667,0.603448275862069,0.0,0.603448275862069,0.39655172413793105,0.0,0.0,0.603448275862069,-0.014523377642035484,-0.16373564302921295,0.05622371286153793,0.13140679895877838,-0.14173093014341617,0.0,0.013965268565834254,0.7667383551597595,0.0,1.0,0.0,0.0,0.535345733165741,0.010944901965558529,72,0.41379310344827586
UP,220,0.06280916929244995,0.19477121531963348,0.051541849970817566,0.16671191155910492,-0.028059303760528564,0.37272727272727274,1.0,-0.6272727272727272,0.37272727272727274,1.0,0.37272727272727274,0.0,-0.01847071200609207,0.17394544184207916,0.05282396078109741,0.1542837768793106,0.04961203872743316,0.0,-0.028059310333760964,0.6243322491645813,1.0,1.0,1.0,0.0,0.5357062220573425,0.009648539125919342,92,0.41818181818181815
