hour,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std,direction_head_eval_count,direction_head_active_ratio
0,17,0.0877290666103363,0.22797979414463043,0.08881199359893799,0.24042300879955292,0.012443214654922485,0.5882352941176471,0.4117647058823529,0.17647058823529416,0.5882352941176471,0.4117647058823529,0.7142857142857143,0.5,-0.0005732779391109943,-0.0766470655798912,0.05815013125538826,0.2859170734882355,0.09587842923753437,0.0,0.01244320769739502,0.7169789671897888,0.375,1.0,1.0,0.0,0.5323781371116638,0.009678353555500507,8,0.47058823529411764
1,17,0.046958304941654205,0.18062113225460052,0.05355469137430191,0.18952856957912445,0.008907437324523926,0.5294117647058824,0.35294117647058826,0.1764705882352941,0.35294117647058826,0.35294117647058826,0.3333333333333333,0.6363636363636364,-0.02060147188603878,-0.12241175770759583,0.054557155817747116,0.1915838122367859,0.1477130433583403,0.0,0.008907412507516501,0.7526496052742004,0.2,1.0,1.0,0.0,0.5428526997566223,0.009851755574345589,10,0.5882352941176471
2,17,0.04288005456328392,0.161663219332695,0.041253674775362015,0.15819983184337616,-0.0034633874893188477,0.5882352941176471,0.47058823529411764,0.11764705882352944,0.29411764705882354,0.47058823529411764,0.375,0.7777777777777778,-0.01896299235522747,-0.009058824740350246,0.038882799446582794,0.20244228839874268,-0.018243678639117734,0.0,-0.0034634085810359796,0.6879163384437561,0.5,1.0,1.0,0.0,0.5373076796531677,0.011942018754780293,6,0.35294117647058826
3,17,0.028367845341563225,0.1459714025259018,0.025823421776294708,0.13566003739833832,-0.010311365127563477,0.35294117647058826,0.7058823529411765,-0.35294117647058826,0.29411764705882354,0.7058823529411765,0.25,0.6,-0.015487875789403915,0.07999999821186066,0.03684498742222786,0.14336051046848297,0.2517812064697871,0.0,-0.01031136430580824,0.6383821368217468,0.8333333333333334,1.0,1.0,0.0,0.5386867523193359,0.008042223751544952,6,0.35294117647058826
4,17,0.020392799749970436,0.12071483582258224,0.019587911665439606,0.11264792829751968,-0.008066907525062561,0.47058823529411764,0.6470588235294118,-0.17647058823529416,0.23529411764705882,0.6470588235294118,0.2727272727272727,0.8333333333333334,-0.01856069639325142,0.006941178347915411,0.035789404064416885,0.13995607197284698,0.11241181140670939,0.0,-0.00806691338691642,0.7162697911262512,0.4,1.0,1.0,0.0,0.5365785360336304,0.009215865284204483,5,0.29411764705882354
5,17,0.020637042820453644,0.11854589730501175,0.018844671547412872,0.10978806018829346,-0.008757837116718292,0.5294117647058824,0.5294117647058824,0.0,0.4117647058823529,0.5294117647058824,0.4444444444444444,0.625,-0.02753284014761448,-0.0059411777183413506,0.04584142565727234,0.13662636280059814,0.04768816080393721,0.0,-0.008757827584357817,0.6847357153892517,0.6,1.0,1.0,0.0,0.5408340692520142,0.004793686326593161,5,0.29411764705882354
6,17,0.02021830901503563,0.11885970085859299,0.01676892302930355,0.10195242613554001,-0.01690727472305298,0.35294117647058826,0.4117647058823529,-0.05882352941176466,0.47058823529411764,0.4117647058823529,0.2857142857142857,0.4,-0.033627428114414215,-0.05499999597668648,0.05481398105621338,0.11347039043903351,-0.312023263502903,0.0,-0.016907283871927695,0.719202995300293,0.3333333333333333,1.0,1.0,0.0,0.5438671112060547,0.004266741685569286,3,0.17647058823529413
7,13,0.005920472089201212,0.06543013453483582,0.007114651147276163,0.07073643058538437,0.0053062960505485535,0.6153846153846154,0.23076923076923078,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.3333333333333333,0.7,-0.03990563005208969,-0.0556153878569603,0.04462430998682976,0.05607212334871292,-0.10755896661748823,0.0,0.005306282815021962,0.7716194987297058,0.0,1.0,0.0,0.0,0.537736177444458,0.0,1,0.07692307692307693
8,13,0.017804350703954697,0.1079249233007431,0.015508290380239487,0.10496946424245834,-0.0029554590582847595,0.6153846153846154,0.5384615384615384,0.07692307692307698,0.15384615384615385,0.5384615384615384,0.2857142857142857,1.0,-0.04064711183309555,-0.004307691473513842,0.039051543921232224,0.12398099899291992,0.04260057983368029,0.0,-0.0029554675834683308,0.675696611404419,0.6666666666666666,1.0,1.0,0.0,0.5384199023246765,0.003085612552240491,3,0.23076923076923078
9,16,0.09248454123735428,0.2335314303636551,0.09813481569290161,0.22991175949573517,-0.003619670867919922,0.5,0.4375,0.0625,0.3125,0.4375,0.2857142857142857,0.6666666666666666,-0.04289922118186951,-0.0650625005364418,0.048122238367795944,0.30476945638656616,0.10932810844177449,0.0,-0.003619673138018706,0.7230146527290344,0.3333333333333333,1.0,1.0,0.0,0.5339405536651611,0.00838019885122776,9,0.5625
10,16,0.0836493968963623,0.2423766702413559,0.07087323069572449,0.2307996302843094,-0.011577039957046509,0.5,0.4375,0.0625,0.3125,0.4375,0.2857142857142857,0.6666666666666666,-0.03580520674586296,-0.013249997980892658,0.05090866610407829,0.2654184103012085,-0.37381423080350396,0.0,-0.011577037977986045,0.6931777000427246,0.5,1.0,1.0,0.0,0.5337749719619751,0.008736847899854183,10,0.625
11,16,0.05171983316540718,0.18225981295108795,0.03926468268036842,0.16420036554336548,-0.018059447407722473,0.5,0.5625,-0.0625,0.3125,0.5625,0.3333333333333333,0.7142857142857143,-0.031038926914334297,0.05387499928474426,0.047504931688308716,0.1926252394914627,-0.2813053939622671,0.0,-0.018059449503198256,0.6870054006576538,0.5714285714285714,1.0,1.0,0.0,0.5383082032203674,0.00641709566116333,7,0.4375
12,16,0.02400505356490612,0.12880656123161316,0.020916279405355453,0.11085110157728195,-0.017955459654331207,0.375,0.6875,-0.3125,0.4375,0.6875,0.36363636363636365,0.4,-0.020875249058008194,0.023374997079372406,0.04221702367067337,0.14373929798603058,0.03265294678203055,0.0,-0.01795545476488769,0.6721552014350891,0.6666666666666666,1.0,1.0,0.0,0.5341246128082275,0.009390076622366905,6,0.375
13,16,0.03534865379333496,0.1565071940422058,0.030352246016263962,0.15192647278308868,-0.0045807212591171265,0.625,0.75,-0.125,0.375,0.75,0.5,1.0,-0.018199097365140915,0.09849999845027924,0.042053140699863434,0.14850084483623505,0.1674150347340774,0.0,-0.004580725799314678,0.667492687702179,0.75,1.0,1.0,0.0,0.5368659496307373,0.011599567718803883,8,0.5
14,16,0.055322933942079544,0.1954834759235382,0.04906412959098816,0.18473896384239197,-0.01074451208114624,0.5,0.8125,-0.3125,0.3125,0.8125,0.38461538461538464,1.0,-0.021960830315947533,0.11556249856948853,0.0421469546854496,0.19329865276813507,0.16757603673447205,0.0,-0.010744524246547388,0.6765855550765991,0.6666666666666666,1.0,1.0,0.0,0.5364629030227661,0.009329637512564659,9,0.5625
15,17,0.05283861979842186,0.1700342446565628,0.03765794262290001,0.15337631106376648,-0.016657933592796326,0.4117647058823529,0.47058823529411764,-0.05882352941176472,0.35294117647058826,0.47058823529411764,0.25,0.5555555555555556,-0.017083272337913513,0.0282352976500988,0.05394045636057854,0.19293446838855743,-0.5117513702068188,0.0,-0.016657935181523077,0.6753666400909424,0.5,1.0,1.0,0.0,0.5358447432518005,0.011260217987000942,6,0.35294117647058826
16,17,0.09163638204336166,0.2246094048023224,0.08236535638570786,0.2019662708044052,-0.022643133997917175,0.29411764705882354,0.7647058823529411,-0.4705882352941176,0.29411764705882354,0.7647058823529411,0.23076923076923078,0.5,-0.011544736102223396,0.10999999940395355,0.053729698061943054,0.2680261433124542,-0.07424413090255756,0.0,-0.022643142160685626,0.655387282371521,0.75,1.0,1.0,0.0,0.5330476760864258,0.009047224186360836,8,0.47058823529411764
17,17,0.13592447340488434,0.29451385140419006,0.1259300708770752,0.2780718207359314,-0.016442030668258667,0.47058823529411764,0.7058823529411765,-0.23529411764705888,0.4117647058823529,0.7058823529411765,0.4166666666666667,0.6,-0.01132204569876194,0.16429410874843597,0.05818844214081764,0.3182976543903351,-0.010370858201552974,0.0,-0.016442044857231997,0.6624470949172974,0.75,1.0,1.0,0.0,0.5349401831626892,0.009553610347211361,12,0.7058823529411765
18,17,0.05900951102375984,0.18165886402130127,0.05715496093034744,0.1870354562997818,0.00537659227848053,0.5882352941176471,0.5294117647058824,0.05882352941176472,0.47058823529411764,0.5294117647058824,0.5555555555555556,0.625,0.008294409140944481,0.047470591962337494,0.07438051700592041,0.23568850755691528,0.10287131742589813,0.0,0.005376617972026869,0.6985782384872437,0.5555555555555556,1.0,1.0,0.0,0.5301296710968018,0.013732440769672394,9,0.5294117647058824
19,17,0.04684141278266907,0.17494070529937744,0.043408364057540894,0.17032958567142487,-0.004611119627952576,0.5294117647058824,0.5294117647058824,0.0,0.5294117647058824,0.5294117647058824,0.5555555555555556,0.5,0.009347529150545597,0.0457058846950531,0.06648219376802444,0.2047945261001587,0.030891628278553167,0.0,-0.004611147951115585,0.6587711572647095,0.8333333333333334,1.0,1.0,0.0,0.5336559414863586,0.008897003717720509,6,0.35294117647058826
20,17,0.030179258435964584,0.13260337710380554,0.02778269164264202,0.1306236982345581,-0.0019796788692474365,0.5294117647058824,0.5882352941176471,-0.05882352941176472,0.47058823529411764,0.5882352941176471,0.5,0.5714285714285714,0.009294833987951279,0.02329411543905735,0.05416105315089226,0.16592158377170563,0.0267130767533438,0.0,-0.0019796756370102633,0.6879633069038391,0.5,1.0,1.0,0.0,0.5327328443527222,0.004787673708051443,4,0.23529411764705882
21,17,0.04821842163801193,0.16773353517055511,0.04211818054318428,0.15475347638130188,-0.012980058789253235,0.35294117647058826,0.5882352941176471,-0.23529411764705882,0.4117647058823529,0.5882352941176471,0.3,0.42857142857142855,-0.005332015920430422,0.05452941358089447,0.05838962644338608,0.19974163174629211,-0.056974174930744324,0.0,-0.012980066732886967,0.6894195079803467,0.5,1.0,1.0,0.0,0.5329959988594055,0.007623812649399042,6,0.35294117647058826
22,17,0.06964293867349625,0.22105282545089722,0.0575760118663311,0.19864793121814728,-0.02240489423274994,0.35294117647058826,0.6470588235294118,-0.29411764705882354,0.5882352941176471,0.6470588235294118,0.45454545454545453,0.16666666666666666,0.0021490887738764286,0.10000000149011612,0.0567987896502018,0.22136102616786957,-0.3118313715691674,0.0,-0.022404898560660726,0.6488780975341797,0.75,1.0,1.0,0.0,0.5376056432723999,0.013219007290899754,8,0.47058823529411764
23,17,0.1292383372783661,0.28318771719932556,0.09711658954620361,0.24232956767082214,-0.04085814952850342,0.29411764705882354,0.5294117647058824,-0.23529411764705882,0.4117647058823529,0.5294117647058824,0.2222222222222222,0.375,-0.013809092342853546,0.029117649421095848,0.0670572966337204,0.3108774721622467,-0.6296986061314211,0.0,-0.04085813490126063,0.6875871419906616,0.4444444444444444,1.0,1.0,0.0,0.5304321050643921,0.01114725787192583,9,0.5294117647058824
