true_direction,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std
DOWN,174,0.04890937730669975,0.17373888194561005,0.046554144471883774,0.17113268375396729,-0.0026061981916427612,0.4540229885057471,0.0,0.4540229885057471,0.5459770114942529,0.0,0.0,0.4540229885057471,0.009289674460887909,-0.16373564302921295,0.037965863943099976,0.13140679895877838,-0.026304829875560896,0.0,-0.0026062072372470785,0.7425537109375,0.017241379310344827,0.9827586206896551,0.0,0.017241379310344827,0.52397620677948,0.010995350778102875
UP,220,0.052874427288770676,0.16941384971141815,0.051541849970817566,0.16671191155910492,-0.0027019381523132324,0.5363636363636364,1.0,-0.4636363636363636,0.5363636363636364,1.0,0.5363636363636364,0.0,0.007007801905274391,0.17394544184207916,0.036690086126327515,0.1542837768793106,0.012665312929984646,0.0,-0.0027019443995827323,0.644843339920044,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.0,0.5248804688453674,0.011941196396946907
