feature_name,feature_band,feature_min,feature_max,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std
h1_close_return_1_31,"(-0.00458, -0.000521]",-0.0035829798772103,-0.0005217559341686,99,0.056638821959495544,0.17450465261936188,0.053674712777137756,0.1667497158050537,-0.0077549368143081665,0.40404040404040403,0.5555555555555556,-0.15151515151515155,0.6868686868686869,0.5555555555555556,0.5818181818181818,0.18181818181818182,0.02325470931828022,0.045232318341732025,0.038734644651412964,0.22856774926185608,-0.13623013109816684,0.0,-0.007754953641613775,0.6879498362541199,0.5555555555555556,1.0,1.0,0.0,0.5294886231422424,0.010023328475654125
h1_close_return_1_31,"(-0.000521, 7.72e-05]",-0.0005200834670539,7.678230935592723e-05,98,0.04652348905801773,0.16518878936767578,0.04720861464738846,0.16760806739330292,0.0024192780256271362,0.5408163265306123,0.5,0.04081632653061229,0.46938775510204084,0.5,0.5102040816326531,0.5714285714285714,0.002564377384260297,-0.002653059083968401,0.03730815276503563,0.21704289317131042,0.12369570329202777,0.0,0.0024192522051839204,0.6933385133743286,0.5,1.0,1.0,0.0,0.526246190071106,0.010645270347595215
h1_close_return_1_31,"(7.72e-05, 0.000655]",7.768699908061727e-05,0.0006453210961332,98,0.036657195538282394,0.149783656001091,0.03563741222023964,0.14448018372058868,-0.005303472280502319,0.5102040816326531,0.6122448979591837,-0.10204081632653061,0.5306122448979592,0.6122448979591837,0.5333333333333333,0.47368421052631576,0.006755296140909195,0.02886734902858734,0.03521418944001198,0.18755382299423218,0.018792057530123262,0.0,-0.005303464449790063,0.6850571036338806,0.5918367346938775,0.9591836734693877,0.95,0.02631578947368421,0.5230333209037781,0.011389754712581635
h1_close_return_1_31,"(0.000655, 0.00722]",0.0006585897051343,0.0072205660304309,99,0.06448137760162354,0.19553892314434052,0.06067595258355141,0.19556406140327454,2.5138258934020996e-05,0.5454545454545454,0.5656565656565656,-0.02020202020202022,0.47474747474747475,0.5656565656565656,0.5178571428571429,0.5813953488372093,-0.0005800408544018865,0.02758585847914219,0.03297172859311104,0.24549615383148193,-0.14408414353548382,0.0,2.5104881838112683e-05,0.6856574416160583,0.5757575757575758,0.9696969696969697,0.9821428571428571,0.046511627906976744,0.5191594362258911,0.011425651609897614
h1_ma_gap_sma20_31,"(-1.0259999999999998, -0.0886]",-1.0251499999999965,-0.0888499999999794,99,0.047974228858947754,0.16880054771900177,0.046066317707300186,0.16542913019657135,-0.00337141752243042,0.43434343434343436,0.6767676767676768,-0.24242424242424243,0.35353535353535354,0.6767676767676768,0.34328358208955223,0.625,-0.006232219282537699,0.06262625753879547,0.03452049568295479,0.20740310847759247,0.06808803004233725,0.0,-0.003371391029125365,0.6731114983558655,0.6565656565656566,0.9797979797979798,0.9701492537313433,0.0,0.5290830731391907,0.011530019342899323
h1_ma_gap_sma20_31,"(-0.0886, 0.107]",-0.0878999999999905,0.1067999999999926,98,0.041306618601083755,0.1600693315267563,0.037892092019319534,0.15612874925136566,-0.003940582275390625,0.5,0.5408163265306123,-0.04081632653061229,0.5102040816326531,0.5408163265306123,0.5094339622641509,0.4888888888888889,0.006033769808709621,0.035030607134103775,0.03644026070833206,0.1926875114440918,-0.1430898754650147,0.0,-0.003940580659831054,0.6963081359863281,0.5306122448979592,0.9897959183673469,0.9811320754716981,0.0,0.5248603224754333,0.010910024866461754
h1_ma_gap_sma20_31,"(0.107, 0.281]",0.1075000000000159,0.2809000000000026,98,0.05784080922603607,0.1704442948102951,0.0581495501101017,0.1717124879360199,0.0012681931257247925,0.5612244897959183,0.5408163265306123,0.020408163265306034,0.5714285714285714,0.5408163265306123,0.6226415094339622,0.4888888888888889,0.007805126719176769,0.014663263224065304,0.035849325358867645,0.241032674908638,0.09189797475643226,0.0,0.0012682016121641688,0.6892315745353699,0.5306122448979592,0.9897959183673469,0.9811320754716981,0.0,0.5224602222442627,0.011144176125526428
h1_ma_gap_sma20_31,"(0.281, 1.286]",0.2811000000000092,1.286249999999967,99,0.057340506464242935,0.1858588308095932,0.055222030729055405,0.18129070103168488,-0.004568129777908325,0.5050505050505051,0.47474747474747475,0.03030303030303033,0.7272727272727273,0.47474747474747475,0.7446808510638298,0.28846153846153844,0.024433311074972153,-0.01305050402879715,0.035709284245967865,0.23410236835479736,0.008589834057693506,0.0,-0.004568151198327542,0.6934239268302917,0.5050505050505051,0.9696969696969697,1.0,0.057692307692307696,0.5215041637420654,0.01105572935193777
h1_ma_gap_sma50_31,"(-1.051, -0.0898]",-1.0503599999999835,-0.0912600000000054,99,0.06221771612763405,0.19843053817749023,0.05769142881035805,0.19261690974235535,-0.005813628435134888,0.46464646464646464,0.6363636363636364,-0.1717171717171717,0.40404040404040403,0.6363636363636364,0.3968253968253968,0.5833333333333334,-0.0029411918949335814,0.05676767975091934,0.037177592515945435,0.2350616455078125,-0.11536843149842087,0.0,-0.00581362228981699,0.6807152628898621,0.5959595959595959,0.9595959595959596,0.9365079365079365,0.0,0.5269076228141785,0.012377613224089146
h1_ma_gap_sma50_31,"(-0.0898, 0.251]",-0.0855600000000151,0.2504200000000196,98,0.04241269454360008,0.14505857229232788,0.04247751086950302,0.14651259779930115,0.0014540255069732666,0.5102040816326531,0.5816326530612245,-0.0714285714285714,0.47959183673469385,0.5816326530612245,0.49122807017543857,0.5365853658536586,0.006148545071482658,0.0340714268386364,0.03631971776485443,0.2043672651052475,0.09781641176511353,0.0,0.0014540187121197903,0.6868524551391602,0.5816326530612245,1.0,1.0,0.0,0.5245200395584106,0.011372237466275692
h1_ma_gap_sma50_31,"(0.251, 0.655]",0.2508400000000108,0.6477799999999831,98,0.0644816905260086,0.19620493054389954,0.06403215229511261,0.1936284601688385,-0.002576470375061035,0.47959183673469385,0.4897959183673469,-0.010204081632653073,0.5816326530612245,0.4897959183673469,0.5625,0.4,0.00895904004573822,0.0028571418952196836,0.031823594123125076,0.2530050277709961,0.03600761343407126,0.0,-0.0025764683603632203,0.6935651302337646,0.5,0.9897959183673469,1.0,0.02,0.5227219462394714,0.00974451843649149
h1_ma_gap_sma50_31,"(0.655, 1.487]",0.6571799999999826,1.486940000000004,99,0.03542831540107727,0.14558754861354828,0.033234626054763794,0.1419273465871811,-0.0036602020263671875,0.5454545454545454,0.5252525252525253,0.02020202020202011,0.696969696969697,0.5252525252525253,0.7307692307692307,0.3404255319148936,0.019886408001184464,0.0054444423876702785,0.03967595845460892,0.18229320645332336,-0.02867188512998462,0.0,-0.0036601934845399446,0.6908906102180481,0.5454545454545454,0.9797979797979798,1.0,0.0425531914893617,0.5237574577331543,0.012060742825269699
