true_abs_delta_band,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std
0.00_0.05,79,0.002449746010825038,0.03827022761106491,0.0008418163051828742,0.024615228176116943,-0.013654999434947968,0.3924050632911392,0.569620253164557,-0.17721518987341778,0.5443037974683544,0.569620253164557,0.4444444444444444,0.3235294117647059,0.010044705122709274,0.0018987342482432723,0.03606143221259117,0.02848832681775093,-0.13207910010680607,0.0,-0.013654997286422155,0.6891010403633118,0.5569620253164557,0.9873417721518988,0.9777777777777777,0.0,0.5275976657867432,0.010983096435666084
0.05_0.10,70,0.006644161883741617,0.07197792828083038,0.005567674990743399,0.07308907806873322,0.001111149787902832,0.5428571428571428,0.5857142857142857,-0.04285714285714293,0.5,0.5857142857142857,0.5365853658536586,0.5517241379310345,0.005047848913818598,0.014785715378820896,0.037651993334293365,0.07425013184547424,0.06821623611627932,0.0,0.0011111465814922586,0.6836140751838684,0.6,0.9571428571428572,0.975609756097561,0.06896551724137931,0.5225892663002014,0.012581738643348217
0.10_0.20,113,0.021335851401090622,0.1384364813566208,0.021797168999910355,0.14492568373680115,0.006489202380180359,0.5929203539823009,0.504424778761062,0.08849557522123896,0.5752212389380531,0.504424778761062,0.6666666666666666,0.5178571428571429,0.00873423833400011,0.0010796457063406706,0.03557218238711357,0.14750342071056366,0.16632118439972574,0.0,0.006489209369220558,0.6929758191108704,0.49557522123893805,0.9911504424778761,0.9824561403508771,0.0,0.525144636631012,0.011090553365647793
0.20_0.30,72,0.06429016590118408,0.24779754877090454,0.05878337845206261,0.24068954586982727,-0.0071080029010772705,0.4166666666666667,0.6111111111111112,-0.19444444444444448,0.4444444444444444,0.6111111111111112,0.38636363636363635,0.4642857142857143,0.007340264040976763,0.05691666156053543,0.04104956239461899,0.23734191060066223,-0.19584207803282597,0.0,-0.007108012460068699,0.6851197481155396,0.6111111111111112,1.0,1.0,0.0,0.5246511101722717,0.011196548119187355
0.30_plus,60,0.20740239322185516,0.43258437514305115,0.2047984004020691,0.4281103014945984,-0.004474073648452759,0.5166666666666667,0.55,-0.033333333333333326,0.6333333333333333,0.55,0.6363636363636364,0.37037037037037035,0.008262844756245613,0.07288333773612976,0.03654816374182701,0.44778338074684143,-0.04218770254380266,0.0,-0.004474117731054625,0.6857174634933472,0.55,0.9666666666666667,0.9696969696969697,0.037037037037037035,0.5211312174797058,0.010959882289171219
