hour,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std
0,17,0.09515580534934998,0.2404574453830719,0.08881199359893799,0.24042300879955292,-3.4436583518981934e-05,0.5294117647058824,0.4117647058823529,0.11764705882352944,0.5294117647058824,0.4117647058823529,0.5714285714285714,0.5,0.014868131838738918,-0.0766470655798912,0.03799651563167572,0.2859170734882355,-0.16515596437208296,0.0,-3.445953788125563e-05,0.7075414061546326,0.4117647058823529,1.0,1.0,0.0,0.5231043100357056,0.010155396535992622
1,17,0.0617421455681324,0.20287804305553436,0.05355469137430191,0.18952856957912445,-0.013349473476409912,0.5294117647058824,0.35294117647058826,0.1764705882352941,0.5882352941176471,0.35294117647058826,0.6666666666666666,0.45454545454545453,0.01784084364771843,-0.12241175770759583,0.04496586322784424,0.1915838122367859,-0.1941477331104094,0.0,-0.013349489582812069,0.7224966287612915,0.35294117647058826,1.0,1.0,0.0,0.5280998945236206,0.010973162017762661
2,17,0.03951061889529228,0.1496618390083313,0.041253674775362015,0.15819983184337616,0.00853799283504486,0.47058823529411764,0.47058823529411764,0.0,0.7647058823529411,0.47058823529411764,0.75,0.2222222222222222,0.030389070510864258,-0.009058824740350246,0.035523656755685806,0.20244228839874268,0.2982918547881482,0.0,0.008537986644488921,0.6985949277877808,0.5294117647058824,0.9411764705882353,1.0,0.1111111111111111,0.5313243865966797,0.013789004646241665
3,17,0.019499652087688446,0.11336662620306015,0.025823421776294708,0.13566003739833832,0.022293411195278168,0.7058823529411765,0.7058823529411765,0.0,0.8823529411764706,0.7058823529411765,0.9166666666666666,0.2,0.04013463482260704,0.07999999821186066,0.034973468631505966,0.14336051046848297,0.3854326082807376,0.0,0.022293419851099762,0.6568319797515869,0.7058823529411765,1.0,1.0,0.0,0.5336482524871826,0.0130693931132555
4,17,0.0194466020911932,0.1078314259648323,0.019587911665439606,0.11264792829751968,0.004816502332687378,0.5882352941176471,0.6470588235294118,-0.05882352941176472,0.8235294117647058,0.6470588235294118,0.8181818181818182,0.16666666666666666,0.028220584616065025,0.006941178347915411,0.029512260109186172,0.13995607197284698,0.1773289248555265,0.0,0.004816488965469243,0.6736060380935669,0.6470588235294118,1.0,1.0,0.0,0.5312786102294922,0.011836400255560875
5,17,0.021203698590397835,0.11612394452095032,0.018844671547412872,0.10978806018829346,-0.00633588433265686,0.5294117647058824,0.5294117647058824,0.0,0.6470588235294118,0.5294117647058824,0.6666666666666666,0.375,0.012131862342357635,-0.0059411777183413506,0.03447631374001503,0.13662636280059814,-0.10845065100507027,0.0,-0.006335883127415877,0.6917707324028015,0.5294117647058824,1.0,1.0,0.0,0.5297104120254517,0.008510373532772064
6,17,0.017499404028058052,0.10019791126251221,0.01676892302930355,0.10195242613554001,0.0017545148730278015,0.47058823529411764,0.4117647058823529,0.05882352941176472,0.5882352941176471,0.4117647058823529,0.5714285714285714,0.4,0.0031309202313423157,-0.05499999597668648,0.03664729371666908,0.11347039043903351,0.011825720773777353,0.0,0.001754508682471854,0.6955257654190063,0.4117647058823529,1.0,1.0,0.0,0.5284551978111267,0.007094922475516796
7,13,0.006510990671813488,0.06319858878850937,0.007114651147276163,0.07073643058538437,0.007537841796875,0.6153846153846154,0.23076923076923078,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.3333333333333333,0.7,-0.0036589044611901045,-0.0556153878569603,0.04200102016329765,0.05607212334871292,0.232826656397565,0.0,0.007537831140395538,0.7224010229110718,0.23076923076923078,1.0,1.0,0.0,0.5270687341690063,0.009605413302779198
8,13,0.01812857761979103,0.11659916490316391,0.015508290380239487,0.10496946424245834,-0.011629700660705566,0.3076923076923077,0.5384615384615384,-0.23076923076923073,0.3076923076923077,0.5384615384615384,0.14285714285714285,0.5,-0.008196484297513962,-0.004307691473513842,0.033069659024477005,0.12398099899291992,-0.20104390241968936,0.0,-0.01162971162165587,0.6936913132667542,0.5384615384615384,1.0,1.0,0.0,0.5245150327682495,0.0075266072526574135
9,16,0.09250859916210175,0.22527581453323364,0.09813481569290161,0.22991175949573517,0.004635944962501526,0.5,0.4375,0.0625,0.1875,0.4375,0.14285714285714285,0.7777777777777778,-0.01584288664162159,-0.0650625005364418,0.029977301135659218,0.30476945638656616,0.20232997710570552,0.0,0.004635931749362487,0.7034294605255127,0.4375,1.0,1.0,0.0,0.5239843130111694,0.008348677307367325
