hour,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std
10,16,0.07703182101249695,0.23621866106987,0.07087323069572449,0.2307996302843094,-0.005419030785560608,0.5,0.4375,0.0625,0.1875,0.4375,0.14285714285714285,0.7777777777777778,-0.013414563611149788,-0.013249997980892658,0.028321830555796623,0.2654184103012085,-0.3846371584667899,0.0,-0.005419036722742027,0.6964519023895264,0.4375,1.0,1.0,0.0,0.5232863426208496,0.009916948154568672
11,16,0.04357879236340523,0.17064687609672546,0.03926468268036842,0.16420036554336548,-0.006446510553359985,0.375,0.5625,-0.1875,0.5625,0.5625,0.4444444444444444,0.2857142857142857,0.0004625937435775995,0.05387499928474426,0.027364112436771393,0.1926252394914627,-0.2724930920254155,0.0,-0.006446506828069674,0.6822295784950256,0.5625,1.0,1.0,0.0,0.526591420173645,0.011502368375658989
12,16,0.02101675420999527,0.11592212319374084,0.020916279405355453,0.11085110157728195,-0.005071021616458893,0.5,0.6875,-0.1875,0.5625,0.6875,0.5454545454545454,0.4,0.006696590222418308,0.023374997079372406,0.028201252222061157,0.14373929798603058,0.08852712282644717,0.0,-0.005071014747954924,0.6729678511619568,0.6875,1.0,1.0,0.0,0.5256203413009644,0.010923624970018864
13,16,0.03073699027299881,0.15293511748313904,0.030352246016263962,0.15192647278308868,-0.001008644700050354,0.4375,0.75,-0.3125,0.5625,0.75,0.5,0.25,0.006433475762605667,0.09849999845027924,0.02787359245121479,0.14850084483623505,0.06869494005943845,0.0,-0.0010086427209898925,0.6764528751373291,0.75,1.0,1.0,0.0,0.5246310234069824,0.009523166343569756
14,16,0.048862576484680176,0.18740253150463104,0.04906412959098816,0.18473896384239197,-0.0026635676622390747,0.5625,0.8125,-0.25,0.5,0.8125,0.5384615384615384,0.6666666666666666,-0.000765241333283484,0.11556249856948853,0.028709976002573967,0.19329865276813507,0.2575140560310968,0.0,-0.0026635616668499963,0.6669814586639404,0.8125,1.0,1.0,0.0,0.5233542323112488,0.0088467076420784
15,17,0.04012839123606682,0.1571764498949051,0.03765794262290001,0.15337631106376648,-0.003800138831138611,0.47058823529411764,0.47058823529411764,0.0,0.4117647058823529,0.47058823529411764,0.375,0.5555555555555556,-0.0035834917798638344,0.0282352976500988,0.027650771662592888,0.19293446838855743,-0.10569131726457937,0.0,-0.003800168414326281,0.6893457174301147,0.47058823529411764,1.0,1.0,0.0,0.5220835208892822,0.012133890762925148
16,17,0.08378029614686966,0.21367132663726807,0.08236535638570786,0.2019662708044052,-0.011705055832862854,0.35294117647058826,0.7647058823529411,-0.41176470588235287,0.35294117647058826,0.7647058823529411,0.3076923076923077,0.5,-0.007495079655200243,0.10999999940395355,0.02827739715576172,0.2680261433124542,0.1756418685703533,0.0,-0.011705071446211903,0.673914909362793,0.7058823529411765,0.9411764705882353,0.9230769230769231,0.0,0.5180121064186096,0.009422468021512032
17,17,0.1275821328163147,0.2867896258831024,0.1259300708770752,0.2780718207359314,-0.00871780514717102,0.35294117647058826,0.7058823529411765,-0.35294117647058826,0.4117647058823529,0.7058823529411765,0.3333333333333333,0.4,-0.000651069451123476,0.16429410874843597,0.032917313277721405,0.3182976543903351,0.09647866270906887,0.0,-0.008717815172584617,0.677996814250946,0.7058823529411765,1.0,1.0,0.0,0.5206425786018372,0.008709180168807507
18,17,0.06236694008111954,0.19569948315620422,0.05715496093034744,0.1870354562997818,-0.008664026856422424,0.5882352941176471,0.5294117647058824,0.05882352941176472,0.47058823529411764,0.5294117647058824,0.5555555555555556,0.625,0.008895729668438435,0.047470591962337494,0.046820152550935745,0.23568850755691528,-0.14217156506873369,0.0,-0.008664010476101847,0.6991849541664124,0.47058823529411764,0.9411764705882353,0.8888888888888888,0.0,0.5170824527740479,0.00971232634037733
19,17,0.0487305223941803,0.18076543509960175,0.043408364057540894,0.17032958567142487,-0.01043584942817688,0.5294117647058824,0.5294117647058824,0.0,0.5294117647058824,0.5294117647058824,0.5555555555555556,0.5,0.014196360483765602,0.0457058846950531,0.04509346932172775,0.2047945261001587,-0.20376283174870555,0.0,-0.01043585014036474,0.6963387727737427,0.47058823529411764,0.9411764705882353,0.8888888888888888,0.0,0.5186789035797119,0.010753224603831768
20,17,0.03029315173625946,0.14158648252487183,0.02778269164264202,0.1306236982345581,-0.01096278429031372,0.5294117647058824,0.5882352941176471,-0.05882352941176472,0.7058823529411765,0.5882352941176471,0.7,0.2857142857142857,0.018410928547382355,0.02329411543905735,0.03614472225308418,0.16592158377170563,-0.11946381197874521,0.0,-0.010962798753205483,0.691864550113678,0.5294117647058824,0.9411764705882353,0.9,0.0,0.5206893682479858,0.012219247408211231
21,17,0.0400291383266449,0.1532621830701828,0.04211818054318428,0.15475347638130188,0.0014912933111190796,0.6470588235294118,0.5882352941176471,0.05882352941176472,0.5882352941176471,0.5882352941176471,0.7,0.5714285714285714,0.011600147001445293,0.05452941358089447,0.037948835641145706,0.19974163174629211,0.20782547075734736,0.0,0.0014912745203165512,0.676021158695221,0.6470588235294118,0.9411764705882353,1.0,0.14285714285714285,0.5223027467727661,0.013507398776710033
22,17,0.05576004087924957,0.1961728185415268,0.0575760118663311,0.19864793121814728,0.0024751126766204834,0.47058823529411764,0.6470588235294118,-0.17647058823529416,0.7058823529411765,0.6470588235294118,0.6363636363636364,0.16666666666666666,0.01550031453371048,0.10000000149011612,0.03602241724729538,0.22136102616786957,0.1052472270414883,0.0,0.0024750989259165737,0.673700749874115,0.7058823529411765,0.9411764705882353,1.0,0.16666666666666666,0.5206892490386963,0.011854274198412895
23,17,0.10800814628601074,0.2531721293926239,0.09711658954620361,0.24232956767082214,-0.010842561721801758,0.4117647058823529,0.5294117647058824,-0.11764705882352944,0.6470588235294118,0.5294117647058824,0.5555555555555556,0.25,0.006711306516081095,0.029117649421095848,0.03147666156291962,0.3108774721622467,-0.5043493034505512,0.0,-0.010842530111617886,0.680234432220459,0.5294117647058824,1.0,1.0,0.0,0.523344099521637,0.012000180780887604
