feature_name,feature_band,feature_min,feature_max,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std
h1_close_return_1_31,"(-0.00458, -0.000521]",-0.0035829798772103,-0.0005217559341686,99,0.060672007501125336,0.18628272414207458,0.053674712777137756,0.1667497158050537,-0.019533008337020874,0.45454545454545453,0.5555555555555556,-0.10101010101010105,0.35353535353535354,0.5555555555555556,0.32727272727272727,0.6136363636363636,-0.021265234798192978,0.045232318341732025,0.0550500825047493,0.22856774926185608,-0.03879793358090373,0.0,-0.01953303061115245,0.6880476474761963,0.5555555555555556,1.0,1.0,0.0,0.5318860411643982,0.010717792436480522
h1_close_return_1_31,"(-0.000521, 7.72e-05]",-0.0005200834670539,7.678230935592723e-05,98,0.04910768195986748,0.16816149652004242,0.04720861464738846,0.16760806739330292,-0.000553429126739502,0.5204081632653061,0.5,0.020408163265306145,0.30612244897959184,0.5,0.32653061224489793,0.7142857142857143,-0.031890034675598145,-0.002653059083968401,0.04992284998297691,0.21704289317131042,0.062158382177007435,0.0,-0.0005534585679368053,0.6947550773620605,0.4897959183673469,0.9897959183673469,0.9795918367346939,0.0,0.5290048718452454,0.011820358224213123
h1_close_return_1_31,"(7.72e-05, 0.000655]",7.768699908061727e-05,0.0006453210961332,98,0.03893469274044037,0.1565209925174713,0.03563741222023964,0.14448018372058868,-0.01204080879688263,0.41836734693877553,0.6122448979591837,-0.19387755102040816,0.3979591836734694,0.6122448979591837,0.35,0.5263157894736842,-0.012169310823082924,0.02886734902858734,0.05286653712391853,0.18755382299423218,0.036338977876328726,0.0,-0.012040819136463866,0.6830492615699768,0.5816326530612245,0.9693877551020408,0.95,0.0,0.5268459916114807,0.012227397412061691
h1_close_return_1_31,"(0.000655, 0.00722]",0.0006585897051343,0.0072205660304309,99,0.07111690193414688,0.2026854008436203,0.06067595258355141,0.19556406140327454,-0.007121339440345764,0.5050505050505051,0.5656565656565656,-0.06060606060606055,0.41414141414141414,0.5656565656565656,0.42857142857142855,0.6046511627906976,-0.007201112806797028,0.02758585847914219,0.057002097368240356,0.24549615383148193,-0.22828551964479782,0.0,-0.007121380409131742,0.6871904134750366,0.5858585858585859,0.9595959595959596,0.9821428571428571,0.06976744186046512,0.5229888558387756,0.01218516193330288
h1_ma_gap_sma20_31,"(-1.0259999999999998, -0.0886]",-1.0251499999999965,-0.0888499999999794,99,0.05657605081796646,0.18560604751110077,0.046066317707300186,0.16542913019657135,-0.02017691731452942,0.43434343434343436,0.6767676767676768,-0.24242424242424243,0.1717171717171717,0.6767676767676768,0.208955223880597,0.90625,-0.043326761573553085,0.06262625753879547,0.04319598898291588,0.20740310847759247,-0.026122572357706073,0.0,-0.02017688884569163,0.6734566688537598,0.6565656565656566,0.9797979797979798,0.9701492537313433,0.0,0.5319276452064514,0.011272069998085499
h1_ma_gap_sma20_31,"(-0.0886, 0.107]",-0.0878999999999905,0.1067999999999926,98,0.041354842483997345,0.1590871661901474,0.037892092019319534,0.15612874925136566,-0.0029584169387817383,0.5408163265306123,0.5408163265306123,0.0,0.3673469387755102,0.5408163265306123,0.41509433962264153,0.6888888888888889,-0.02143191546201706,0.035030607134103775,0.04935985431075096,0.1926875114440918,0.07349643207478006,0.0,-0.0029584159599427037,0.6959483027458191,0.5204081632653061,0.9795918367346939,0.9622641509433962,0.0,0.5282518267631531,0.011514216661453247
h1_ma_gap_sma20_31,"(0.107, 0.281]",0.1075000000000159,0.2809000000000026,98,0.06225556880235672,0.1791732907295227,0.0581495501101017,0.1717124879360199,-0.007460802793502808,0.5,0.5408163265306123,-0.04081632653061229,0.40816326530612246,0.5408163265306123,0.41509433962264153,0.6,-0.011755012907087803,0.014663263224065304,0.05763775482773781,0.241032674908638,-0.004994560951294394,0.0,-0.007460812239774631,0.6890009045600891,0.5408163265306123,0.9795918367346939,0.9811320754716981,0.022222222222222223,0.5259762406349182,0.012523232959210873
h1_ma_gap_sma20_31,"(0.281, 1.286]",0.2811000000000092,1.286249999999967,99,0.059802085161209106,0.1899213045835495,0.055222030729055405,0.18129070103168488,-0.008630603551864624,0.42424242424242425,0.47474747474747475,-0.0505050505050505,0.5252525252525253,0.47474747474747475,0.44680851063829785,0.40384615384615385,0.004097824916243553,-0.01305050402879715,0.05584950000047684,0.23410236835479736,-0.06061130541870147,0.0,-0.008630601482258896,0.6947087645530701,0.494949494949495,0.9797979797979798,1.0,0.038461538461538464,0.5245535969734192,0.012133531272411346
h1_ma_gap_sma50_31,"(-1.051, -0.0898]",-1.0503599999999835,-0.0912600000000054,99,0.06771974265575409,0.205824613571167,0.05769142881035805,0.19261690974235535,-0.013207703828811646,0.43434343434343436,0.6363636363636364,-0.202020202020202,0.2727272727272727,0.6363636363636364,0.2698412698412698,0.7222222222222222,-0.030099712312221527,0.05676767975091934,0.052393533289432526,0.2350616455078125,-0.0882915296438721,0.0,-0.01320770345957517,0.6808881163597107,0.5959595959595959,0.9595959595959596,0.9365079365079365,0.0,0.528191864490509,0.01247310545295477
h1_ma_gap_sma50_31,"(-0.0898, 0.251]",-0.0855600000000151,0.2504200000000196,98,0.0464433990418911,0.15380606055259705,0.04247751086950302,0.14651259779930115,-0.0072934627532958984,0.5102040816326531,0.5816326530612245,-0.0714285714285714,0.35714285714285715,0.5816326530612245,0.38596491228070173,0.6829268292682927,-0.018998444080352783,0.0340714268386364,0.04622911661863327,0.2043672651052475,0.0146136702895939,0.0,-0.007293454038777516,0.6860612630844116,0.5816326530612245,0.9795918367346939,0.9824561403508771,0.024390243902439025,0.52763831615448,0.012741694226861
