true_direction,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std
DOWN,174,0.04439185559749603,0.15619035065174103,0.046554144471883774,0.17113268375396729,0.014942333102226257,0.6206896551724138,0.0,0.6206896551724138,0.3793103448275862,0.0,0.0,0.6206896551724138,-0.01587776467204094,-0.16373564302921295,0.056291867047548294,0.13140679895877838,-0.14149967923975038,0.0,0.014942350476209459,0.7501059174537659,0.017241379310344827,0.9827586206896551,0.0,0.017241379310344827,0.527539849281311,0.011657663621008396
UP,220,0.06341397017240524,0.19613459706306458,0.051541849970817566,0.16671191155910492,-0.029422685503959656,0.35909090909090907,1.0,-0.6409090909090909,0.35909090909090907,1.0,0.35909090909090907,0.0,-0.01987842470407486,0.17394544184207916,0.05316142365336418,0.1542837768793106,0.047753694097775815,0.0,-0.029422704040453853,0.6393406987190247,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.0,0.5277912020683289,0.012601126916706562
