true_direction,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std,direction_head_eval_count,direction_head_active_ratio
DOWN,174,0.049965355545282364,0.17667999863624573,0.046554144471883774,0.17113268375396729,-0.005547314882278442,0.4425287356321839,0.0,0.4425287356321839,0.5574712643678161,0.0,0.0,0.4425287356321839,0.012389235198497772,-0.16373564302921295,0.03895852714776993,0.13140679895877838,-0.015614169203725044,0.0,-0.005547305172972981,0.6970981359481812,0.5588235294117647,0.4411764705882353,0.0,0.5588235294117647,0.5007102489471436,0.035589709877967834,34,0.19540229885057472
UP,220,0.05213145166635513,0.16734646260738373,0.051541849970817566,0.16671191155910492,-0.0006345510482788086,0.5727272727272728,1.0,-0.42727272727272725,0.5727272727272728,1.0,0.5727272727272728,0.0,0.010060609318315983,0.17394544184207916,0.037872571498155594,0.1542837768793106,-0.003029362343484939,0.0,-0.0006345470340668422,0.7030550837516785,0.48214285714285715,0.48214285714285715,0.48214285714285715,0.0,0.4960881173610687,0.03168254718184471,56,0.2545454545454545
