feature_name,feature_band,feature_min,feature_max,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std,direction_head_eval_count,direction_head_active_ratio
h1_close_return_1_31,"(-0.00458, -0.000521]",-0.0035829798772103,-0.0005217559341686,99,0.0566629059612751,0.17490407824516296,0.053674712777137756,0.1667497158050537,-0.008154362440109253,0.4444444444444444,0.5555555555555556,-0.11111111111111116,0.7272727272727273,0.5555555555555556,0.6545454545454545,0.18181818181818182,0.026515433564782143,0.045232318341732025,0.039245110005140305,0.22856774926185608,-0.14097840798997058,0.0,-0.008154372973932006,0.7046938538551331,0.6666666666666666,0.6666666666666666,0.7333333333333333,0.5,0.5040673017501831,0.031512919813394547,21,0.21212121212121213
h1_close_return_1_31,"(-0.000521, 7.72e-05]",-0.0005200834670539,7.678230935592723e-05,98,0.04677184671163559,0.16535569727420807,0.04720861464738846,0.16760806739330292,0.0022523701190948486,0.5408163265306123,0.5,0.04081632653061229,0.4897959183673469,0.5,0.5306122448979592,0.5510204081632653,0.005801635328680277,-0.002653059083968401,0.03832470253109932,0.21704289317131042,0.1127680694097373,0.0,0.0022523625639780456,0.6795264482498169,0.5238095238095238,0.23809523809523808,0.3076923076923077,0.875,0.48906150460243225,0.03546122834086418,21,0.21428571428571427
h1_close_return_1_31,"(7.72e-05, 0.000655]",7.768699908061727e-05,0.0006453210961332,98,0.03662826493382454,0.14962561428546906,0.03563741222023964,0.14448018372058868,-0.005145430564880371,0.5204081632653061,0.6122448979591837,-0.09183673469387754,0.5408163265306123,0.6122448979591837,0.55,0.47368421052631576,0.0101278992369771,0.02886734902858734,0.036977022886276245,0.18755382299423218,0.01922387351404887,0.0,-0.005145423570457764,0.7213336825370789,0.21052631578947367,0.5263157894736842,0.2727272727272727,0.125,0.5005256533622742,0.03258710354566574,19,0.19387755102040816
h1_close_return_1_31,"(0.000655, 0.00722]",0.0006585897051343,0.0072205660304309,99,0.06444498151540756,0.19570572674274445,0.06067595258355141,0.19556406140327454,-0.00014166533946990967,0.5555555555555556,0.5656565656565656,-0.010101010101010055,0.5050505050505051,0.5656565656565656,0.5535714285714286,0.5581395348837209,0.0018478637794032693,0.02758585847914219,0.03406962752342224,0.24549615383148193,-0.14068851282479727,0.0,-0.00014170247007800943,0.6999465227127075,0.5862068965517241,0.4482758620689655,0.5294117647058824,0.6666666666666666,0.49790993332862854,0.032013487070798874,29,0.29292929292929293
h1_ma_gap_sma20_31,"(-1.0259999999999998, -0.0886]",-1.0251499999999965,-0.0888499999999794,99,0.048055265098810196,0.16888347268104553,0.046066317707300186,0.16542913019657135,-0.003454342484474182,0.46464646464646464,0.6767676767676768,-0.21212121212121215,0.3838383838383838,0.6767676767676768,0.3880597014925373,0.625,-0.004192546475678682,0.06262625753879547,0.034994661808013916,0.20740310847759247,0.04478942892962892,0.0,-0.003454346000452086,0.7177683711051941,0.30434782608695654,0.21739130434782608,0.17647058823529413,0.6666666666666666,0.4758929908275604,0.03276302292943001,23,0.23232323232323232
h1_ma_gap_sma20_31,"(-0.0886, 0.107]",-0.0878999999999905,0.1067999999999926,98,0.04117614030838013,0.15978150069713593,0.037892092019319534,0.15612874925136566,-0.0036527514457702637,0.5,0.5408163265306123,-0.04081632653061229,0.5306122448979592,0.5408163265306123,0.5283018867924528,0.4666666666666667,0.009570415131747723,0.035030607134103775,0.037337422370910645,0.1926875114440918,-0.1393682312947443,0.0,-0.003652756434998338,0.7114114165306091,0.5,0.45,0.47058823529411764,0.6666666666666666,0.49333852529525757,0.027120595797896385,20,0.20408163265306123
h1_ma_gap_sma20_31,"(0.107, 0.281]",0.1075000000000159,0.2809000000000026,98,0.05784141644835472,0.17034967243671417,0.0581495501101017,0.1717124879360199,0.001362815499305725,0.5816326530612245,0.5408163265306123,0.04081632653061218,0.5714285714285714,0.5408163265306123,0.6415094339622641,0.5111111111111111,0.011435925029218197,0.014663263224065304,0.03720955178141594,0.241032674908638,0.09200330474851115,0.0,0.0013628122681865926,0.6844943761825562,0.5714285714285714,0.47619047619047616,0.5454545454545454,0.6,0.4996560513973236,0.024142861366271973,21,0.21428571428571427
h1_ma_gap_sma20_31,"(0.281, 1.286]",0.2811000000000092,1.286249999999967,99,0.05759292095899582,0.18672944605350494,0.055222030729055405,0.18129070103168488,-0.005438745021820068,0.5151515151515151,0.47474747474747475,0.04040404040404039,0.7777777777777778,0.47474747474747475,0.8085106382978723,0.25,0.02753031812608242,-0.01305050402879715,0.03713323920965195,0.23410236835479736,0.013613629167193423,0.0,-0.005438754193936328,0.6908128261566162,0.6538461538461539,0.6923076923076923,0.9090909090909091,0.4666666666666667,0.5192306637763977,0.03078472800552845,26,0.26262626262626265
h1_ma_gap_sma50_31,"(-1.051, -0.0898]",-1.0503599999999835,-0.0912600000000054,99,0.06240377947688103,0.19872581958770752,0.05769142881035805,0.19261690974235535,-0.006108909845352173,0.47474747474747475,0.6363636363636364,-0.1616161616161616,0.3939393939393939,0.6363636363636364,0.3968253968253968,0.6111111111111112,-0.003190397284924984,0.05676767975091934,0.03667183592915535,0.2350616455078125,-0.12818871705481194,0.0,-0.006108927368797889,0.7239561676979065,0.30434782608695654,0.08695652173913043,0.1111111111111111,1.0,0.4701632261276245,0.0265189316123724,23,0.23232323232323232
h1_ma_gap_sma50_31,"(-0.0898, 0.251]",-0.0855600000000151,0.2504200000000196,98,0.04245195910334587,0.14538179337978363,0.04247751086950302,0.14651259779930115,0.001130804419517517,0.5204081632653061,0.5816326530612245,-0.061224489795918324,0.4897959183673469,0.5816326530612245,0.5087719298245614,0.5365853658536586,0.008536040782928467,0.0340714268386364,0.03789128363132477,0.2043672651052475,0.09051384707317219,0.0,0.0011308141413847999,0.7058335542678833,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.48928987979888916,0.021895019337534904,21,0.21428571428571427
