timestamp,time,open,high,low,close
2025-12-26 13:00:00+0900,1766721600,156.28,156.306,156.044,156.053
2025-12-26 15:00:00+0900,1766728800,156.052,156.281,155.99,156.203
2025-12-26 17:00:00+0900,1766736000,156.204,156.439,156.092,156.369
2025-12-26 19:00:00+0900,1766743200,156.369,156.467,156.295,156.455
2025-12-26 21:00:00+0900,1766750400,156.455,156.467,156.318,156.397
2025-12-26 23:00:00+0900,1766757600,156.397,156.482,156.221,156.322
2025-12-27 01:00:00+0900,1766764800,156.315,156.536,156.271,156.42
2025-12-27 03:00:00+0900,1766772000,156.419,156.729,156.364,156.567
2025-12-27 05:00:00+0900,1766779200,156.567,156.593,156.433,156.499
2025-12-27 07:00:00+0900,1766786400,156.498,156.587,156.439,156.476
2025-12-29 09:00:00+0900,1766966400,156.46,156.528,156.385,156.481
2025-12-29 11:00:00+0900,1766973600,156.48,156.48,156.056,156.311
2025-12-29 13:00:00+0900,1766980800,156.313,156.507,156.3,156.378
2025-12-29 15:00:00+0900,1766988000,156.377,156.47,156.241,156.307
2025-12-29 17:00:00+0900,1766995200,156.31,156.321,156.05,156.079
2025-12-29 19:00:00+0900,1767002400,156.078,156.395,156.075,156.323
2025-12-29 21:00:00+0900,1767009600,156.324,156.411,156.206,156.399
2025-12-29 23:00:00+0900,1767016800,156.401,156.424,156.192,156.23
2025-12-30 01:00:00+0900,1767024000,156.23,156.288,155.915,155.935
2025-12-30 03:00:00+0900,1767031200,155.935,156.216,155.929,156.184
2025-12-30 05:00:00+0900,1767038400,156.185,156.243,156.007,156.034
2025-12-30 07:00:00+0900,1767045600,156.034,156.08,155.986,156.019
2025-12-30 09:00:00+0900,1767052800,156.019,156.132,155.895,155.992
2025-12-30 11:00:00+0900,1767060000,155.994,156.328,155.927,156.221
2025-12-30 13:00:00+0900,1767067200,156.22,156.336,156.151,156.266
2025-12-30 15:00:00+0900,1767074400,156.269,156.284,156.012,156.039
2025-12-30 17:00:00+0900,1767081600,156.039,156.102,155.919,155.98
2025-12-30 19:00:00+0900,1767088800,155.978,156.025,155.854,155.92
2025-12-30 21:00:00+0900,1767096000,155.92,155.944,155.744,155.889
2025-12-30 23:00:00+0900,1767103200,155.889,156.208,155.883,156.19
2025-12-31 01:00:00+0900,1767110400,156.19,156.565,156.121,156.327
