timestamp,time,open,high,low,close
2025-09-22 09:00:00+0900,1758499200,147.828,147.859,147.823,147.855
2025-09-22 10:00:00+0900,1758502800,147.855,148.018,147.846,147.99
2025-09-22 11:00:00+0900,1758506400,147.987,148.11,147.973,148.097
2025-09-22 12:00:00+0900,1758510000,148.098,148.254,148.098,148.158
2025-09-22 13:00:00+0900,1758513600,148.158,148.216,148.083,148.191
2025-09-22 14:00:00+0900,1758517200,148.192,148.353,148.178,148.349
2025-09-22 15:00:00+0900,1758520800,148.349,148.376,148.3,148.333
2025-09-22 16:00:00+0900,1758524400,148.333,148.371,148.271,148.285
2025-09-22 17:00:00+0900,1758528000,148.285,148.305,148.222,148.251
2025-09-22 18:00:00+0900,1758531600,148.253,148.256,147.997,148.073
2025-09-22 19:00:00+0900,1758535200,148.074,148.132,147.888,148.115
2025-09-22 20:00:00+0900,1758538800,148.115,148.128,147.814,147.854
2025-09-22 21:00:00+0900,1758542400,147.854,147.943,147.798,147.877
2025-09-22 22:00:00+0900,1758546000,147.877,147.93,147.819,147.855
2025-09-22 23:00:00+0900,1758549600,147.856,147.903,147.741,147.839
2025-09-23 00:00:00+0900,1758553200,147.839,147.93,147.758,147.84
2025-09-23 01:00:00+0900,1758556800,147.841,147.962,147.73,147.82
2025-09-23 02:00:00+0900,1758560400,147.821,147.984,147.815,147.874
2025-09-23 03:00:00+0900,1758564000,147.874,147.9,147.819,147.837
2025-09-23 04:00:00+0900,1758567600,147.837,147.887,147.734,147.74
2025-09-23 05:00:00+0900,1758571200,147.74,147.777,147.659,147.685
2025-09-23 06:00:00+0900,1758574800,147.686,147.769,147.655,147.726
2025-09-23 07:00:00+0900,1758578400,147.726,147.741,147.686,147.739
2025-09-23 08:00:00+0900,1758582000,147.739,147.778,147.697,147.698
2025-09-23 09:00:00+0900,1758585600,147.698,147.811,147.634,147.698
2025-09-23 10:00:00+0900,1758589200,147.724,147.737,147.649,147.697
2025-09-23 11:00:00+0900,1758592800,147.691,147.762,147.677,147.728
2025-09-23 12:00:00+0900,1758596400,147.728,147.765,147.646,147.665
2025-09-23 13:00:00+0900,1758600000,147.664,147.701,147.596,147.62
