timestamp,time,open,high,low,close,spread
2025-10-27 22:15:00+0900,1761570900,152.761,152.814,152.721,152.811,0.004
2025-10-27 22:30:00+0900,1761571800,152.811,152.846,152.767,152.787,0.004
2025-10-27 22:45:00+0900,1761572700,152.787,152.806,152.733,152.769,0.004
2025-10-27 23:00:00+0900,1761573600,152.769,152.769,152.701,152.736,0.004
2025-10-27 23:15:00+0900,1761574500,152.736,152.76,152.592,152.725,0.004
2025-10-27 23:30:00+0900,1761575400,152.726,152.806,152.694,152.764,0.004
2025-10-27 23:45:00+0900,1761576300,152.764,152.797,152.606,152.636,0.004
2025-10-28 00:00:00+0900,1761577200,152.635,152.674,152.564,152.654,0.004
2025-10-28 00:15:00+0900,1761578100,152.654,152.745,152.638,152.74,0.004
2025-10-28 00:30:00+0900,1761579000,152.739,152.84,152.72,152.816,0.004
2025-10-28 00:45:00+0900,1761579900,152.817,152.895,152.786,152.837,0.004
2025-10-28 01:00:00+0900,1761580800,152.837,152.893,152.803,152.838,0.004
2025-10-28 01:15:00+0900,1761581700,152.836,152.972,152.836,152.958,0.004
2025-10-28 01:30:00+0900,1761582600,152.958,153.185,152.939,153.165,0.004
2025-10-28 01:45:00+0900,1761583500,153.165,153.195,153.093,153.107,0.004
2025-10-28 02:00:00+0900,1761584400,153.108,153.19,153.073,153.075,0.004
2025-10-28 02:15:00+0900,1761585300,153.075,153.089,153.021,153.026,0.004
2025-10-28 02:30:00+0900,1761586200,153.026,153.095,153.017,153.071,0.004
2025-10-28 02:45:00+0900,1761587100,153.073,153.094,152.996,152.997,0.004
2025-10-28 03:00:00+0900,1761588000,152.997,153.112,152.982,153.036,0.004
2025-10-28 03:15:00+0900,1761588900,153.036,153.107,153.033,153.091,0.004
2025-10-28 03:30:00+0900,1761589800,153.091,153.11,153.047,153.095,0.004
2025-10-28 03:45:00+0900,1761590700,153.096,153.12,153.054,153.085,0.004
